"Detection","RecSN","dtf","Hex","Tilt","Volt","Temp","Pres","Amp","Freq","Thresh","nbw","snr","Valid","nPRI","tdiff","winmax"
"   3175","15-6003",2017-03-23 23:23:05,"3AA1",43,3.71,13.4,0,1021,-413,100,521,8.9,1,5,35.2821218967438,2017-03-23 23:24:24
"   3188","15-6003",2017-03-23 23:23:40,"3AA1",39.1,3.7,13.9,0,972,-95,100,676,6.3,1,5,35.3332080841064,2017-03-23 23:24:59
"   3190","15-6003",2017-03-23 23:23:45,"3AA1",39.1,3.7,13.9,0,765,66,100,671,4.2,1,5,5.04682111740112,2017-03-23 23:25:04
"   6975","15-6003",2017-03-25 09:36:19,"3AAF",43.6,3.7,12.9,0,948,-211,100,587,7.3,1,5,NA,2017-03-25 09:37:38
"   6976","15-6003",2017-03-25 09:36:43,"3AAF",49.3,3.69,13.1,0,849,-202,100,596,6.2,1,5,24.3502900600433,2017-03-25 09:38:02
"   5010","15-6003",2017-03-24 07:18:40,"3AB9",39.3,3.71,13.7,0,2044,336,100,641,13.2,1,5,NA,2017-03-24 07:19:59
"   5011","15-6003",2017-03-24 07:18:45,"3AB9",39.3,3.71,13.7,0,2554,213,100,450,17,1,5,5.01134395599365,2017-03-24 07:20:04
"   5012","15-6003",2017-03-24 07:18:50,"3AB9",39.3,3.71,13.7,0,888,223,100,632,6.1,1,5,5.01212596893311,2017-03-24 07:20:09
"   4535","15-6003",2017-03-24 06:01:46,"3ABB",41.7,3.7,13.8,0,876,-396,100,559,7,1,5,14216.4836449623,2017-03-24 06:03:05
"   4536","15-6003",2017-03-24 06:02:15,"3ABB",57.1,3.71,13.8,0,1339,-480,100,525,11.2,1,5,29.3459432125092,2017-03-24 06:03:34
"   4537","15-6003",2017-03-24 06:02:20,"3ABB",57.1,3.71,13.8,0,1019,-960,100,498,8.2,1,5,4.88970685005188,2017-03-24 06:03:39
"   4617","15-6003",2017-03-24 06:23:41,"3ABB",42.1,3.7,13.5,0,1475,-399,100,507,12.4,1,5,48.8829121589661,2017-03-24 06:25:00
"   4618","15-6003",2017-03-24 06:24:40,"3ABB",38.9,3.71,13.8,0,856,-441,100,500,7.8,1,5,58.6563789844513,2017-03-24 06:25:59
"   4619","15-6003",2017-03-24 06:24:50,"3ABB",38.9,3.71,13.8,0,903,-506,100,486,7.3,1,5,9.77920389175415,2017-03-24 06:26:09
"   4620","15-6003",2017-03-24 06:25:24,"3ABB",47.4,3.71,13.6,0,720,-241,100,459,5.8,1,5,34.2275559902191,2017-03-24 06:26:43
"   4621","15-6003",2017-03-24 06:26:33,"3ABB",41.3,3.71,12.8,0,884,-433,100,581,6.7,1,5,68.4667201042175,2017-03-24 06:27:52
"   4622","15-6003",2017-03-24 06:26:42,"3ABB",43,3.71,14.1,0,1761,-899,100,566,13,1,5,9.7801399230957,2017-03-24 06:28:01
"   4623","15-6003",2017-03-24 06:28:15,"3ABB",43.7,3.71,13.2,0,3007,-728,100,490,17.7,1,5,92.9427690505981,2017-03-24 06:29:34
"   4624","15-6003",2017-03-24 06:28:25,"3ABB",42.4,3.71,13.7,0,902,-700,100,522,7.8,1,5,9.78207397460938,2017-03-24 06:29:44
"   4625","15-6003",2017-03-24 06:29:04,"3ABB",45.3,3.71,13.8,0,994,-239,100,558,8.1,1,5,39.1294078826904,2017-03-24 06:30:23
"   4626","15-6003",2017-03-24 06:29:53,"3ABB",36.5,3.7,13.8,0,1838,-146,100,557,13.5,1,5,48.8999900817871,2017-03-24 06:31:12
"   5213","15-6003",2017-03-24 07:46:45,"3ABB",42.3,3.69,12.6,0,611,-189,100,408,5.4,1,5,63.5847699642181,2017-03-24 07:48:04
"   5935","15-6003",2017-03-24 09:21:52,"3ABB",57.2,3.71,13.6,0,1018,-740,100,447,9.1,1,5,29.3406429290771,2017-03-24 09:23:11
"   5936","15-6003",2017-03-24 09:22:40,"3ABB",41,3.72,13.6,0,1721,-492,100,421,14.2,1,5,48.9097199440002,2017-03-24 09:23:59
"   5937","15-6003",2017-03-24 09:22:45,"3ABB",41,3.72,13.6,0,1764,-785,100,450,13.8,1,5,4.88979816436768,2017-03-24 09:24:04
"   5938","15-6003",2017-03-24 09:22:55,"3ABB",51.3,3.71,13.7,0,1051,-409,100,546,8.8,1,5,9.78474688529968,2017-03-24 09:24:14
"   5939","15-6003",2017-03-24 09:24:13,"3ABB",45.3,3.7,14.2,0,1198,-246,100,514,10.4,1,5,78.2684791088104,2017-03-24 09:25:32
"   5952","15-6003",2017-03-24 09:27:34,"3ABB",40.2,3.71,14.2,0,523,-598,100,397,4.3,1,5,9.78178596496582,2017-03-24 09:28:53
"   5954","15-6003",2017-03-24 09:28:08,"3ABB",45.9,3.7,13.6,0,864,-490,100,456,7.5,1,5,34.2395179271698,2017-03-24 09:29:27
"   5963","15-6003",2017-03-24 09:28:42,"3ABB",48.1,3.7,13.5,0,848,-305,100,528,7.2,1,5,34.2381889820099,2017-03-24 09:30:01
"   5972","15-6003",2017-03-24 09:29:22,"3ABB",44.6,3.71,13.4,0,898,-545,100,511,8,1,5,39.1222610473633,2017-03-24 09:30:41
"   5985","15-6003",2017-03-24 09:33:12,"3ABB",42.5,3.71,13.6,0,1012,-21,100,506,9.1,1,5,122.29921412468,2017-03-24 09:34:31
"   5986","15-6003",2017-03-24 09:33:26,"3ABB",42.6,3.7,14.2,0,856,-417,100,583,6.4,1,5,14.6757888793945,2017-03-24 09:34:45
"   5987","15-6003",2017-03-24 09:35:04,"3ABB",41,3.7,13.6,0,1055,-365,100,543,8.9,1,5,97.8193061351776,2017-03-24 09:36:23
"   5988","15-6003",2017-03-24 09:35:19,"3ABB",39.7,3.71,13.4,0,784,32,100,570,5.9,1,5,14.6744928359985,2017-03-24 09:36:38
"   5989","15-6003",2017-03-24 09:36:37,"3ABB",36.7,3.7,13.9,0,933,-463,100,500,8.5,1,5,78.2368700504303,2017-03-24 09:37:56
"   5990","15-6003",2017-03-24 09:37:16,"3ABB",41.2,3.71,13.6,0,602,-673,100,390,5.7,1,5,39.105052947998,2017-03-24 09:38:35
"   5991","15-6003",2017-03-24 09:38:10,"3ABB",37.7,3.71,13.7,0,853,-290,100,450,7.5,1,5,53.790235042572,2017-03-24 09:39:29
"   5992","15-6003",2017-03-24 09:39:28,"3ABB",36,3.72,12.9,0,913,-904,100,537,7.7,1,5,78.2416219711304,2017-03-24 09:40:47
"   6007","15-6003",2017-03-24 09:43:18,"3ABB",43.6,3.71,13.7,0,1009,-591,100,526,8.8,1,5,39.1326239109039,2017-03-24 09:44:37
"   6013","15-6003",2017-03-24 09:43:47,"3ABB",45.3,3.72,13.3,0,1376,-357,100,552,11,1,5,29.3478860855103,2017-03-24 09:45:06
"   6015","15-6003",2017-03-24 09:44:02,"3ABB",43.9,3.7,13.6,0,1504,-173,100,514,12.4,1,5,14.6751699447632,2017-03-24 09:45:21
"   6025","15-6003",2017-03-24 09:45:01,"3ABB",38.9,3.71,13.9,0,1192,-510,100,561,9.6,1,5,58.7043929100037,2017-03-24 09:46:20
"   6034","15-6003",2017-03-24 09:45:40,"3ABB",38.6,3.7,13.6,0,979,-77,100,530,8.4,1,5,39.1326241493225,2017-03-24 09:46:59
"   6045","15-6003",2017-03-24 09:53:24,"3ABB",39.4,3.7,13.6,0,1900,-689,100,548,13.9,1,5,347.319231033325,2017-03-24 09:54:43
"   6046","15-6003",2017-03-24 09:53:59,"3ABB",48.7,3.71,13.8,0,1182,-251,100,591,9.1,1,5,34.2378430366516,2017-03-24 09:55:18
"   6047","15-6003",2017-03-24 09:54:48,"3ABB",30.4,3.7,13.2,0,810,-674,100,496,6.2,1,5,48.9029040336609,2017-03-24 09:56:07
"   6048","15-6003",2017-03-24 09:54:52,"3ABB",30.4,3.7,13.2,0,920,-523,100,479,7.6,1,5,4.88715291023254,2017-03-24 09:56:11
"   6057","15-6003",2017-03-24 10:08:29,"3ABB",44.7,3.7,13.8,0,2312,-653,100,442,16.3,1,5,181.015833854675,2017-03-24 10:09:48
"   6058","15-6003",2017-03-24 10:08:39,"3ABB",45.6,3.7,13.5,0,727,15,100,565,5.3,1,5,9.7853422164917,2017-03-24 10:09:58
"   6059","15-6003",2017-03-24 10:08:59,"3ABB",35.4,3.71,13.6,0,1567,-351,100,450,12.8,1,5,19.5750048160553,2017-03-24 10:10:18
"   6068","15-6003",2017-03-24 10:13:08,"3ABB",43.1,3.7,13.6,0,954,-816,100,538,8.1,1,5,117.397920131683,2017-03-24 10:14:27
"   6069","15-6003",2017-03-24 10:13:13,"3ABB",43.1,3.7,13.6,0,1079,-279,100,458,9.4,1,5,4.89215493202209,2017-03-24 10:14:32
"   6079","15-6003",2017-03-24 10:17:18,"3ABB",47.6,3.71,13.5,0,2030,-245,100,556,14.3,1,5,58.6936419010162,2017-03-24 10:18:37
"   6080","15-6003",2017-03-24 10:18:31,"3ABB",34.7,3.71,13.6,0,1019,-798,100,461,8.8,1,5,73.3553040027618,2017-03-24 10:19:50
"   6081","15-6003",2017-03-24 10:18:36,"3ABB",34.7,3.71,13.6,0,1611,-1211,100,497,12.2,1,5,4.89056611061096,2017-03-24 10:19:55
"   6100","15-6003",2017-03-24 10:23:59,"3ABB",38.8,3.72,13.6,0,2368,-614,100,405,17.3,1,5,97.8678817749023,2017-03-24 10:25:18
"   6101","15-6003",2017-03-24 10:24:23,"3ABB",31.1,3.7,13.5,0,612,112,100,539,4.2,1,5,24.4604110717773,2017-03-24 10:25:42
"   6102","15-6003",2017-03-24 10:24:48,"3ABB",41.9,3.71,13.4,0,1394,-246,100,538,11.4,1,5,24.4562640190125,2017-03-24 10:26:07
"   6103","15-6003",2017-03-24 10:25:37,"3ABB",61.4,3.71,13.4,0,1131,-61,100,554,9.3,1,5,48.9088370800018,2017-03-24 10:26:56
"   6110","15-6003",2017-03-24 10:32:23,"3ABB",42.4,3.7,13.5,0,1138,-1931,100,534,9.7,1,5,83.1435749530792,2017-03-24 10:33:42
"   6111","15-6003",2017-03-24 10:33:07,"3ABB",52.4,3.7,13.6,0,1522,-278,100,454,12.4,1,5,44.0242650508881,2017-03-24 10:34:26
"   6112","15-6003",2017-03-24 10:34:20,"3ABB",43.7,3.71,13.4,0,1184,-196,100,434,10.7,1,5,73.3828990459442,2017-03-24 10:35:39
"   6113","15-6003",2017-03-24 10:35:19,"3ABB",38.2,3.71,13.6,0,1161,-376,100,471,9.8,1,5,58.692715883255,2017-03-24 10:36:38
"   6114","15-6003",2017-03-24 10:38:59,"3ABB",37.7,3.7,13.7,0,1009,-1560,100,499,8.1,1,5,220.122336149216,2017-03-24 10:40:18
"   6115","15-6003",2017-03-24 10:41:06,"3ABB",43.4,3.7,14.2,0,539,-546,100,530,3.2,1,5,127.182873010635,2017-03-24 10:42:25
"   6116","15-6003",2017-03-24 10:42:00,"3ABB",42.6,3.7,13.7,0,2010,-1179,100,508,15,1,5,53.8038668632507,2017-03-24 10:43:19
"   6117","15-6003",2017-03-24 10:43:13,"3ABB",51.9,3.71,13.5,0,1273,-878,100,418,11.6,1,5,73.369343996048,2017-03-24 10:44:32
"   6118","15-6003",2017-03-24 10:43:28,"3ABB",45.6,3.71,13.5,0,1946,-487,100,463,14.4,1,5,14.6762020587921,2017-03-24 10:44:47
"   6119","15-6003",2017-03-24 10:44:31,"3ABB",41.3,3.7,13.5,0,915,-173,100,483,7.5,1,5,63.6065421104431,2017-03-24 10:45:50
"   6124","15-6003",2017-03-24 10:49:35,"3ABB",40.3,3.7,13.4,0,1362,-484,100,530,11.3,1,5,34.2350399494171,2017-03-24 10:50:54
"   6125","15-6003",2017-03-24 10:50:04,"3ABB",40.3,3.71,13.5,0,1450,-935,100,426,12.6,1,5,29.3542420864105,2017-03-24 10:51:23
"   6126","15-6003",2017-03-24 10:50:29,"3ABB",34,3.71,13.6,0,1131,-68,100,558,9.2,1,5,24.4602768421173,2017-03-24 10:51:48
"   6127","15-6003",2017-03-24 10:52:31,"3ABB",35.6,3.7,13.6,0,1776,-680,100,583,12.8,1,5,122.290161132812,2017-03-24 10:53:50
"   6137","15-6003",2017-03-24 10:57:05,"3ABB",41.6,3.7,13.4,0,3629,-745,100,428,20.5,1,5,112.459695100784,2017-03-24 10:58:24
"   6138","15-6003",2017-03-24 10:57:34,"3ABB",51.4,3.7,12.8,0,913,-724,100,420,8.7,1,5,29.343104839325,2017-03-24 10:58:53
"   6147","15-6003",2017-03-24 11:00:35,"3ABB",41.4,3.7,13.2,0,1312,-291,100,536,10.9,1,5,53.8153438568115,2017-03-24 11:01:54
"   6148","15-6003",2017-03-24 11:02:08,"3ABB",39.9,3.7,12.8,0,1610,-471,100,489,12.3,1,5,92.9299871921539,2017-03-24 11:03:27
"   6149","15-6003",2017-03-24 11:02:32,"3ABB",42.6,3.71,13.1,0,888,-300,100,509,7.9,1,5,24.4546279907227,2017-03-24 11:03:51
"   6150","15-6003",2017-03-24 11:04:25,"3ABB",39.9,3.7,13.5,0,772,-691,100,514,6.6,1,5,112.490039825439,2017-03-24 11:05:44
"   6196","15-6003",2017-03-24 11:18:55,"3ABB",40.6,3.71,12.9,0,2914,-464,100,508,18.3,1,5,78.2720639705658,2017-03-24 11:20:14
"   6197","15-6003",2017-03-24 11:19:05,"3ABB",40.6,3.71,12.9,0,1809,-611,100,612,12.5,1,5,9.77698493003845,2017-03-24 11:20:24
"   6198","15-6003",2017-03-24 11:19:30,"3ABB",48.8,3.71,13.2,0,1212,179,100,522,10.4,1,5,24.4529721736908,2017-03-24 11:20:49
"   6207","15-6003",2017-03-24 11:24:57,"3ABB",59.5,3.7,13.5,0,1006,-873,100,502,9.1,1,5,176.121119976044,2017-03-24 11:26:16
"   6208","15-6003",2017-03-24 11:25:02,"3ABB",59.5,3.7,13.5,0,984,-1104,100,516,8.7,1,5,4.89172792434692,2017-03-24 11:26:21
"   6209","15-6003",2017-03-24 11:25:12,"3ABB",38.2,3.7,13.4,0,845,-768,100,406,8.3,1,5,9.78445911407471,2017-03-24 11:26:31
"   6220","15-6003",2017-03-24 11:31:29,"3ABB",52.9,3.71,12.9,0,690,-445,100,503,5.8,1,5,161.413064956665,2017-03-24 11:32:48
"   6221","15-6003",2017-03-24 11:32:27,"3ABB",46.1,3.69,13.4,0,1710,-484,100,518,13.5,1,5,58.7041401863098,2017-03-24 11:33:46
"   6222","15-6003",2017-03-24 11:32:47,"3ABB",37.3,3.7,12.7,0,830,-1206,100,507,7.4,1,5,19.5644488334656,2017-03-24 11:34:06
"   6223","15-6003",2017-03-24 11:33:02,"3ABB",34.9,3.69,13.4,0,1891,-234,100,533,14.1,1,5,14.6710560321808,2017-03-24 11:34:21
"   6224","15-6003",2017-03-24 11:35:09,"3ABB",43,3.71,13.5,0,1846,-311,100,549,13.6,1,5,127.159641981125,2017-03-24 11:36:28
"   6225","15-6003",2017-03-24 11:35:19,"3ABB",43,3.71,13.5,0,2325,-565,100,573,15.3,1,5,9.78493905067444,2017-03-24 11:36:38
"   6226","15-6003",2017-03-24 11:35:58,"3ABB",50.7,3.71,13.3,0,704,-527,100,491,5.1,1,5,39.137913942337,2017-03-24 11:37:17
"   6242","15-6003",2017-03-24 11:40:32,"3ABB",45,3.71,13.5,0,1236,-943,100,457,10.6,1,5,34.2439389228821,2017-03-24 11:41:51
"   6243","15-6003",2017-03-24 11:40:46,"3ABB",47.3,3.7,13.5,0,2402,-109,100,535,16.1,1,5,14.6748621463776,2017-03-24 11:42:05
"   6244","15-6003",2017-03-24 11:41:11,"3ABB",37.4,3.7,12.8,0,1120,-368,100,533,9.5,1,5,24.447154045105,2017-03-24 11:42:30
"   6245","15-6003",2017-03-24 11:41:50,"3ABB",49.4,3.72,13.3,0,1596,-1004,100,520,12.8,1,5,39.1276559829712,2017-03-24 11:43:09
"   6246","15-6003",2017-03-24 11:42:10,"3ABB",43.4,3.69,13.5,0,1944,-325,100,551,14,1,5,19.5571389198303,2017-03-24 11:43:29
"   6247","15-6003",2017-03-24 11:43:28,"3ABB",38.7,3.71,13.2,0,1166,-253,100,441,10.4,1,5,78.2577219009399,2017-03-24 11:44:47
"   6248","15-6003",2017-03-24 11:43:52,"3ABB",41.9,3.7,14.2,0,997,-1045,100,531,8.6,1,5,24.4528369903564,2017-03-24 11:45:11
"   6249","15-6003",2017-03-24 11:44:17,"3ABB",39,3.7,13.3,0,1276,-610,100,538,10.6,1,5,24.4549150466919,2017-03-24 11:45:36
"   6250","15-6003",2017-03-24 11:44:46,"3ABB",44.7,3.71,13.5,0,740,-127,100,432,6.6,1,5,29.345165014267,2017-03-24 11:46:05
"   6251","15-6003",2017-03-24 11:45:01,"3ABB",42.2,3.72,13.4,0,1038,-52,100,500,9.4,1,5,14.6690349578857,2017-03-24 11:46:20
"   6252","15-6003",2017-03-24 11:45:35,"3ABB",38.9,3.71,12.8,0,1020,-289,100,469,8.7,1,5,34.2254691123962,2017-03-24 11:46:54
"   6276","15-6003",2017-03-24 11:53:05,"3ABB",42.1,3.71,13.2,0,1792,-333,100,473,13.5,1,5,43.9985041618347,2017-03-24 11:54:24
"   6277","15-6003",2017-03-24 11:53:24,"3ABB",41.6,3.7,13.4,0,1704,-85,100,495,12.7,1,5,19.558760881424,2017-03-24 11:54:43
"   6278","15-6003",2017-03-24 11:53:49,"3ABB",32.1,3.69,13.6,0,1128,210,100,502,10.1,1,5,24.443727016449,2017-03-24 11:55:08
"   6283","15-6003",2017-03-24 11:55:56,"3ABB",42.5,3.7,13.2,0,1142,-126,100,442,10.2,1,5,58.667995929718,2017-03-24 11:57:15
"   6284","15-6003",2017-03-24 11:56:30,"3ABB",38.5,3.71,13.4,0,1023,-916,100,513,9.1,1,5,34.220664024353,2017-03-24 11:57:49
"   6285","15-6003",2017-03-24 11:56:50,"3ABB",57.2,3.69,13.3,0,1277,-133,100,516,11,1,5,19.5594718456268,2017-03-24 11:58:09
"   6286","15-6003",2017-03-24 11:57:39,"3ABB",41.2,3.71,13.4,0,1285,-89,100,494,10.2,1,5,48.8973500728607,2017-03-24 11:58:58
"   6287","15-6003",2017-03-24 11:57:43,"3ABB",41.2,3.71,13.4,0,904,-224,100,503,8.2,1,5,4.88869404792786,2017-03-24 11:59:02
"   6288","15-6003",2017-03-24 11:58:03,"3ABB",43.2,3.7,13.5,0,3756,-744,100,509,20.5,1,5,19.5588099956512,2017-03-24 11:59:22
"   6289","15-6003",2017-03-24 11:58:42,"3ABB",35.8,3.71,13.4,0,1350,-778,100,484,10.8,1,5,39.1121280193329,2017-03-24 12:00:01
"   6303","15-6003",2017-03-24 12:02:32,"3ABB",42.6,3.7,13.5,0,1640,-635,100,512,13.2,1,5,48.9152638912201,2017-03-24 12:03:51
"   6304","15-6003",2017-03-24 12:03:06,"3ABB",48.5,3.71,13.4,0,1326,-1296,100,430,11.7,1,5,34.2293431758881,2017-03-24 12:04:25
"   6305","15-6003",2017-03-24 12:03:45,"3ABB",41.1,3.72,13.1,0,1592,-111,100,424,13.4,1,5,39.1134669780731,2017-03-24 12:05:04
"   6306","15-6003",2017-03-24 12:05:38,"3ABB",45.7,3.7,13.6,0,1514,-934,100,593,11.2,1,5,112.484184026718,2017-03-24 12:06:57
"   6335","15-6003",2017-03-24 12:16:04,"3ABB",37.8,3.7,13.4,0,1078,-905,100,477,9,1,5,68.4646179676056,2017-03-24 12:17:23
"   6397","15-6003",2017-03-24 12:35:23,"3ABB",47,3.7,14.1,0,1500,-239,100,502,12.6,1,5,53.8370928764343,2017-03-24 12:36:42
"   6398","15-6003",2017-03-24 12:36:12,"3ABB",54.4,3.7,13.5,0,1144,-920,100,605,8.6,1,5,48.9361000061035,2017-03-24 12:37:31
"   6399","15-6003",2017-03-24 12:36:17,"3ABB",54.4,3.7,13.5,0,1016,-452,100,490,8.3,1,5,4.89359617233276,2017-03-24 12:37:36
"   6415","15-6003",2017-03-24 12:41:10,"3ABB",40.5,3.71,13.8,0,1078,-683,100,470,9.1,1,5,53.8234949111938,2017-03-24 12:42:29
"   6416","15-6003",2017-03-24 12:41:40,"3ABB",42.3,3.7,13.4,0,1310,-162,100,476,10.7,1,5,29.3566701412201,2017-03-24 12:42:59
"   6417","15-6003",2017-03-24 12:41:59,"3ABB",37.6,3.7,12.5,0,1760,-508,100,470,13.4,1,5,19.5674738883972,2017-03-24 12:43:18
"   6422","15-6003",2017-03-24 12:44:41,"3ABB",34.1,3.71,13.8,0,1220,-755,100,543,10.1,1,5,73.3583281040192,2017-03-24 12:46:00
"   6441","15-6003",2017-03-24 12:51:12,"3ABB",40.3,3.7,14,0,2368,-438,100,554,15.7,1,5,58.6696319580078,2017-03-24 12:52:31
"   6459","15-6003",2017-03-24 12:58:37,"3ABB",53.8,3.71,13.3,0,1178,-769,100,597,9,1,5,73.3494098186493,2017-03-24 12:59:56
"   6460","15-6003",2017-03-24 12:59:16,"3ABB",48.5,3.71,13.4,0,796,-295,100,641,5,1,5,39.1315629482269,2017-03-24 13:00:35
"   6461","15-6003",2017-03-24 12:59:55,"3ABB",34.3,3.7,13.4,0,2038,-683,100,452,15,1,5,39.1426701545715,2017-03-24 13:01:14
"   6477","15-6003",2017-03-24 13:02:17,"3ABB",42.4,3.7,13.4,0,1297,-673,100,550,10.5,1,5,48.9281520843506,2017-03-24 13:03:36
"   6478","15-6003",2017-03-24 13:02:22,"3ABB",42.4,3.7,13.4,0,1857,-522,100,410,15.1,1,5,4.89439702033997,2017-03-24 13:03:41
"   6528","15-6003",2017-03-24 13:11:44,"3ABB",45.6,3.7,13.3,0,2270,-444,100,565,15.2,1,5,58.6802539825439,2017-03-24 13:13:03
"   6529","15-6003",2017-03-24 13:12:28,"3ABB",46.6,3.71,13.4,0,1113,-426,100,551,9.2,1,5,44.0234060287476,2017-03-24 13:13:47
"   6530","15-6003",2017-03-24 13:12:43,"3ABB",43.6,3.7,13.4,0,2056,-57,100,505,15.3,1,5,14.6820440292358,2017-03-24 13:14:02
"   6531","15-6003",2017-03-24 13:13:03,"3ABB",40.7,3.71,13.3,0,1368,-299,100,507,11.7,1,5,19.572350025177,2017-03-24 13:14:22
"   6540","15-6003",2017-03-24 13:16:57,"3ABB",44.2,3.71,13.9,0,1304,-776,100,592,10,1,5,68.4832129478455,2017-03-24 13:18:16
"   6541","15-6003",2017-03-24 13:17:46,"3ABB",38.8,3.7,13.9,0,1272,-648,100,552,10.3,1,5,48.9233899116516,2017-03-24 13:19:05
"   6547","15-6003",2017-03-24 13:20:57,"3ABB",55.3,3.69,13.3,0,2061,-391,100,464,14.9,1,5,92.946436882019,2017-03-24 13:22:16
"   6548","15-6003",2017-03-24 13:21:07,"3ABB",55.3,3.69,13.3,0,2082,-237,100,633,13.4,1,5,9.78419518470764,2017-03-24 13:22:26
"   6549","15-6003",2017-03-24 13:22:35,"3ABB",42.1,3.71,12.9,0,1252,-676,100,531,10.5,1,5,88.0477869510651,2017-03-24 13:23:54
"   6550","15-6003",2017-03-24 13:23:29,"3ABB",52.2,3.7,12.7,0,1508,-999,100,547,11.9,1,5,53.8117010593414,2017-03-24 13:24:48
"   6561","15-6003",2017-03-24 13:27:58,"3ABB",38.8,3.71,13.7,0,1522,-1368,100,597,11.2,1,5,34.2573981285095,2017-03-24 13:29:17
"   6562","15-6003",2017-03-24 13:28:27,"3ABB",34.4,3.71,13.4,0,1284,-631,100,532,10.8,1,5,29.3651468753815,2017-03-24 13:29:46
"   6563","15-6003",2017-03-24 13:28:57,"3ABB",41.2,3.68,12.6,0,1073,-938,100,577,8.5,1,5,29.3560230731964,2017-03-24 13:30:16
"   6564","15-6003",2017-03-24 13:30:54,"3ABB",39.4,3.71,13.7,0,878,-431,100,517,7.7,1,5,117.416409015656,2017-03-24 13:32:13
"   6565","15-6003",2017-03-24 13:32:46,"3ABB",45.8,3.7,13.6,0,2049,-389,100,461,14.9,1,5,112.494787931442,2017-03-24 13:34:05
"   6566","15-6003",2017-03-24 13:33:40,"3ABB",47.5,3.71,13.4,0,1172,-1275,100,507,10.4,1,5,53.81112408638,2017-03-24 13:34:59
"   6567","15-6003",2017-03-24 13:33:45,"3ABB",47.5,3.71,13.4,0,1698,-921,100,471,13.1,1,5,4.89196395874023,2017-03-24 13:35:04
"   6570","15-6003",2017-03-24 13:34:39,"3ABB",38.1,3.7,13.5,0,1111,-1062,100,568,8.9,1,5,53.8105771541595,2017-03-24 13:35:58
"   6571","15-6003",2017-03-24 13:34:44,"3ABB",38.1,3.7,13.5,0,1200,-633,100,541,10,1,5,4.89194893836975,2017-03-24 13:36:03
"   6572","15-6003",2017-03-24 13:35:08,"3ABB",33.2,3.7,13.3,0,1690,-779,100,550,12.8,1,5,24.4505379199982,2017-03-24 13:36:27
"   6573","15-6003",2017-03-24 13:36:36,"3ABB",40.1,3.7,13.4,0,1254,-1111,100,567,10,1,5,88.0597441196442,2017-03-24 13:37:55
"   6574","15-6003",2017-03-24 13:38:09,"3ABB",39.8,3.7,13.4,0,2547,-271,100,517,16.9,1,5,92.9508719444275,2017-03-24 13:39:28
"   6575","15-6003",2017-03-24 13:39:03,"3ABB",49.8,3.69,13.2,0,1313,-534,100,447,11.3,1,5,53.8168940544128,2017-03-24 13:40:22
"   6576","15-6003",2017-03-24 13:39:13,"3ABB",38.3,3.7,13.4,0,1917,-611,100,557,13.8,1,5,9.78427195549011,2017-03-24 13:40:32
"   6577","15-6003",2017-03-24 13:39:37,"3ABB",49.2,3.7,13.4,0,1676,380,100,550,12.8,1,5,24.4576508998871,2017-03-24 13:40:56
"   6578","15-6003",2017-03-24 13:40:56,"3ABB",38.3,3.71,13.6,0,1811,-629,100,572,13.1,1,5,78.2677631378174,2017-03-24 13:42:15
"   6579","15-6003",2017-03-24 13:41:25,"3ABB",40.2,3.71,13.6,0,981,38,100,486,8,1,5,29.3429620265961,2017-03-24 13:42:44
"   6584","15-6003",2017-03-24 13:45:39,"3ABB",35.5,3.71,13.5,0,3145,-681,100,469,18.5,1,5,97.8052320480347,2017-03-24 13:46:58
"   6585","15-6003",2017-03-24 13:45:59,"3ABB",37.6,3.7,13.5,0,952,-460,100,439,8.7,1,5,19.5639448165894,2017-03-24 13:47:18
"   6586","15-6003",2017-03-24 13:46:48,"3ABB",44.4,3.7,13.4,0,1731,-767,100,501,13.9,1,5,48.9131240844727,2017-03-24 13:48:07
"   6587","15-6003",2017-03-24 13:48:26,"3ABB",45.6,3.69,12.4,0,1187,-771,100,497,9.5,1,5,97.7744970321655,2017-03-24 13:49:45
"   6588","15-6003",2017-03-24 13:49:05,"3ABB",36.3,3.7,13.3,0,1312,-137,100,488,10.5,1,5,39.1114270687103,2017-03-24 13:50:24
"   6589","15-6003",2017-03-24 13:49:10,"3ABB",53.8,3.7,12.5,0,1126,584,100,564,9.1,1,5,4.88922786712646,2017-03-24 13:50:29
"   6590","15-6003",2017-03-24 13:49:58,"3ABB",37,3.7,13.7,0,958,-293,100,602,7.1,1,5,48.8931450843811,2017-03-24 13:51:17
"   6591","15-6003",2017-03-24 13:50:38,"3ABB",49.9,3.7,13.4,0,1248,-716,100,550,10.2,1,5,39.135479927063,2017-03-24 13:51:57
"   6592","15-6003",2017-03-24 13:51:22,"3ABB",41.7,3.7,13.4,0,1734,-432,100,506,13.8,1,5,44.0174789428711,2017-03-24 13:52:41
"   6593","15-6003",2017-03-24 13:52:06,"3ABB",40.2,3.7,13.3,0,886,-522,100,498,6.9,1,5,44.0115211009979,2017-03-24 13:53:25
"   6594","15-6003",2017-03-24 13:52:25,"3ABB",52.1,3.7,13.6,0,1935,-764,100,388,15.9,1,5,19.5591650009155,2017-03-24 13:53:44
"   6596","15-6003",2017-03-24 13:53:34,"3ABB",44.8,3.71,13.4,0,1347,406,100,584,10.4,1,5,68.4587950706482,2017-03-24 13:54:53
