"Filename","RecSN","DT","FracSec","Hex","CRC","validFlag","TagAmp","NBW","nPRI","dtf","tdiff","winmax"
"2015-6034170371415","2015-6034","02/11/2017 14:39:55",0.766346,"312B","AE",0,89,4,5,2017-02-11 14:39:55,421725.86382699,2017-02-11 14:41:14
"2015-6034170371415","2015-6034","02/07/2017 09:55:25",0.621717,"312D","8E",0,90,0,5,2017-02-07 09:55:25,NA,2017-02-07 09:56:44
"2015-6034170371415","2015-6034","02/13/2017 07:34:56",0.865051,"312D","A7",0,116,17,5,2017-02-13 07:34:56,509971.243334055,2017-02-13 07:36:15
"2015-6034170371415","2015-6034","02/13/2017 20:06:46",0.020262,"312D","E0",0,122,57,5,2017-02-13 20:06:46,45109.1552109718,2017-02-13 20:08:05
"2015-6034170371415","2015-6034","02/13/2017 20:05:02",0.839702,"3135","CD",0,122,66,5,2017-02-13 20:05:02,NA,2017-02-13 20:06:21
"2015-6034170371415","2015-6034","02/14/2017 02:37:19",0.639735,"3135","B6",0,107,27,5,2017-02-14 02:37:19,23536.8000330925,2017-02-14 02:38:38
"2015-6034170371415","2015-6034","02/12/2017 11:28:24",0.678628,"3145","F6",0,107,0,5,2017-02-12 11:28:24,NA,2017-02-12 11:29:43
"2015-6034170371415","2015-6034","02/13/2017 01:21:08",0.987145,"3145","F8",0,81,0,5,2017-02-13 01:21:08,49964.3085169792,2017-02-13 01:22:27
"2015-6034170371415","2015-6034","02/14/2017 09:18:15",0.098388,"3145","25",0,98,18,5,2017-02-14 09:18:15,115026.11124301,2017-02-14 09:19:34
"2015-6034170371415","2015-6034","02/13/2017 11:06:12",0.753521,"3149","B2",0,119,64,5,2017-02-13 11:06:12,NA,2017-02-13 11:07:31
"2015-6034170371415","2015-6034","02/13/2017 11:06:50",0.457041,"3149","C9",0,109,56,5,2017-02-13 11:06:50,37.7035200595856,2017-02-13 11:08:09
"2015-6034170371415","2015-6034","02/11/2017 20:19:56",0.227583,"3215","12",0,88,0,5,2017-02-11 20:19:56,NA,2017-02-11 20:21:15
"2015-6034170371415","2015-6034","02/13/2017 12:27:15",0.566542,"3215","98",0,99,5,5,2017-02-13 12:27:15,144439.338958979,2017-02-13 12:28:34
"2015-6034170371415","2015-6034","02/10/2017 16:19:26",0.648716,"3229","45",0,80,8,5,2017-02-10 16:19:26,NA,2017-02-10 16:20:45
"2015-6034170371415","2015-6034","04/19/2017 10:01:21",0.980747,"3229","A3",1,564,310,5,2017-04-19 10:01:21,5852515.33203101,2017-04-19 10:02:40
"2015-6034170371415","2015-6034","02/14/2017 01:15:44",0.459479,"322A","F7",0,93,7,5,2017-02-14 01:15:44,NA,2017-02-14 01:17:03
"2015-6034170371415","2015-6034","02/14/2017 02:17:37",0.985998,"322D","9B",0,112,46,5,2017-02-14 02:17:37,NA,2017-02-14 02:18:56
"2015-6034170371415","2015-6034","02/12/2017 05:17:15",0.956053,"3235","3E",0,101,0,5,2017-02-12 05:17:15,NA,2017-02-12 05:18:34
"2015-6034170371415","2015-6034","02/13/2017 10:13:49",0.069395,"3235","25",0,135,32,5,2017-02-13 10:13:49,104193.113342047,2017-02-13 10:15:08
"2015-6034170371415","2015-6034","02/13/2017 20:20:23",0.164519,"3235","20",0,115,57,5,2017-02-13 20:20:23,36394.0951240063,2017-02-13 20:21:42
"2015-6034170371415","2015-6034","02/13/2017 20:23:58",0.815814,"3235","C6",0,118,61,5,2017-02-13 20:23:58,215.651294946671,2017-02-13 20:25:17
"2015-6034170371415","2015-6034","02/07/2017 19:20:04",0.604625,"3245","59",0,81,2,5,2017-02-07 19:20:04,NA,2017-02-07 19:21:23
"2015-6034170371415","2015-6034","02/10/2017 07:26:13",0.168607,"3245","B7",0,86,0,5,2017-02-10 07:26:13,216368.56398201,2017-02-10 07:27:32
"2015-6034170371415","2015-6034","02/13/2017 20:08:50",0.921374,"3245","A8",0,127,55,5,2017-02-13 20:08:50,304957.752767086,2017-02-13 20:10:09
"2015-6034170371415","2015-6034","02/13/2017 20:20:49",0.741755,"3245","C3",0,123,58,5,2017-02-13 20:20:49,718.820380926132,2017-02-13 20:22:08
"2015-6034170371415","2015-6034","02/09/2017 17:55:49",0.916601,"3249","F0",0,116,9,5,2017-02-09 17:55:49,NA,2017-02-09 17:57:08
"2015-6034170371415","2015-6034","02/13/2017 11:06:27",0.470638,"3249","E7",0,110,58,5,2017-02-13 11:06:27,321037.554037094,2017-02-13 11:07:46
"2015-6034170371415","2015-6034","02/13/2017 11:48:01",0.699395,"3249","45",0,92,6,5,2017-02-13 11:48:01,2494.2287569046,2017-02-13 11:49:20
"2015-6034170371415","2015-6034","02/13/2017 20:02:09",0.777531,"3249","C3",0,100,62,5,2017-02-13 20:02:09,29648.0781359673,2017-02-13 20:03:28
"2015-6034170371415","2015-6034","02/11/2017 20:59:54",0.617351,"324B","EF",0,80,0,5,2017-02-11 20:59:54,NA,2017-02-11 21:01:13
"2015-6034170371415","2015-6034","02/12/2017 00:50:55",0.728527,"324B","1C",0,86,0,5,2017-02-12 00:50:55,13861.1111760139,2017-02-12 00:52:14
"2015-6034170371415","2015-6034","02/07/2017 05:47:44",0.680132,"324D","CB",0,86,0,5,2017-02-07 05:47:44,NA,2017-02-07 05:49:03
"2015-6034170371415","2015-6034","02/13/2017 20:03:32",0.924844,"324D","B3",0,116,74,5,2017-02-13 20:03:32,569748.244712114,2017-02-13 20:04:51
"2015-6034170371415","2015-6034","02/14/2017 04:00:00",0.291963,"3251","18",0,91,8,5,2017-02-14 04:00:00,NA,2017-02-14 04:01:19
"2015-6034170371415","2015-6034","02/09/2017 06:19:44",0.623156,"3252","4F",0,84,1,5,2017-02-09 06:19:44,NA,2017-02-09 06:21:03
"2015-6034170371415","2015-6034","02/13/2017 07:35:29",0.732124,"3252","29",0,86,16,5,2017-02-13 07:35:29,350145.108968019,2017-02-13 07:36:48
"2015-6034170371415","2015-6034","02/10/2017 05:38:06",0.105234,"3253","9B",0,99,0,5,2017-02-10 05:38:06,NA,2017-02-10 05:39:25
"2015-6034170371415","2015-6034","04/24/2017 14:23:06",0.123966,"3253","25",1,908,359,5,2017-04-24 14:23:06,50.3598959445953,2017-04-24 14:24:25
"2015-6034170371415","2015-6034","04/24/2017 14:23:16",0.193243,"3253","25",1,690,421,5,2017-04-24 14:23:16,10.069277048111,2017-04-24 14:24:35
"2015-6034170371415","2015-6034","04/24/2017 14:23:36",0.339294,"3253","25",1,957,421,5,2017-04-24 14:23:36,20.1460509300232,2017-04-24 14:24:55
"2015-6034170371415","2015-6034","04/24/2017 14:23:41",0.37713,"3253","25",1,1478,455,5,2017-04-24 14:23:41,5.0378360748291,2017-04-24 14:25:00
"2015-6034170371415","2015-6034","02/07/2017 03:27:40",0.90113,"3255","67",0,73,0,5,2017-02-07 03:27:40,NA,2017-02-07 03:28:59
"2015-6034170371415","2015-6034","02/10/2017 09:24:19",0.802596,"3255","CB",0,86,0,5,2017-02-10 09:24:19,280598.901466131,2017-02-10 09:25:38
"2015-6034170371415","2015-6034","02/11/2017 02:26:34",0.089959,"3255","55",0,75,0,5,2017-02-11 02:26:34,61334.2873628139,2017-02-11 02:27:53
"2015-6034170371415","2015-6034","02/14/2017 06:05:16",0.17102,"3255","EC",0,91,12,5,2017-02-14 06:05:16,272322.081061125,2017-02-14 06:06:35
"2015-6034170371415","2015-6034","02/07/2017 06:44:28",0.760485,"3257","C5",0,78,0,5,2017-02-07 06:44:28,NA,2017-02-07 06:45:47
"2015-6034170371415","2015-6034","02/13/2017 11:06:07",0.60122,"3259","10",0,129,59,5,2017-02-13 11:06:07,NA,2017-02-13 11:07:26
"2015-6034170371415","2015-6034","02/13/2017 16:31:54",0.547663,"3259","68",0,113,23,5,2017-02-13 16:31:54,19546.9464430809,2017-02-13 16:33:13
"2015-6034170371415","2015-6034","02/14/2017 09:15:35",0.393455,"3259","27",0,110,16,5,2017-02-14 09:15:35,60220.8457920551,2017-02-14 09:16:54
"2015-6034170371415","2015-6034","04/06/2017 14:40:36",0.612213,"3259","5B",1,546,243,5,2017-04-06 14:40:36,4425901.21875787,2017-04-06 14:41:55
"2015-6034170371415","2015-6034","02/13/2017 15:18:50",0.091415,"325A","83",0,121,33,5,2017-02-13 15:18:50,NA,2017-02-13 15:20:09
"2015-6034170371415","2015-6034","02/13/2017 15:20:23",0.940151,"325A","26",0,90,23,5,2017-02-13 15:20:23,93.8487360477448,2017-02-13 15:21:42
"2015-6034170371415","2015-6034","02/13/2017 23:23:10",0.455819,"325A","1C",0,96,0,5,2017-02-13 23:23:10,28966.5156679153,2017-02-13 23:24:29
"2015-6034170371415","2015-6034","02/13/2017 20:11:56",0.303657,"325B","83",0,124,57,5,2017-02-13 20:11:56,NA,2017-02-13 20:13:15
"2015-6034170371415","2015-6034","02/13/2017 14:41:16",0.065396,"325D","02",0,106,15,5,2017-02-13 14:41:16,NA,2017-02-13 14:42:35
"2015-6034170371415","2015-6034","02/13/2017 16:22:34",0.130695,"325D","11",0,122,23,5,2017-02-13 16:22:34,6078.06529903412,2017-02-13 16:23:53
"2015-6034170371415","2015-6034","02/09/2017 18:13:36",0.005308,"3265","00",0,83,9,5,2017-02-09 18:13:36,NA,2017-02-09 18:14:55
"2015-6034170371415","2015-6034","02/10/2017 13:15:45",0.281514,"3265","E5",0,87,8,5,2017-02-10 13:15:45,68529.2762060165,2017-02-10 13:17:04
"2015-6034170371415","2015-6034","02/13/2017 05:26:00",0.014341,"3265","36",0,74,0,5,2017-02-13 05:26:00,231014.732827187,2017-02-13 05:27:19
"2015-6034170371415","2015-6034","02/06/2017 23:39:57",0.770994,"3269","90",0,84,0,5,2017-02-06 23:39:57,NA,2017-02-06 23:41:16
"2015-6034170371415","2015-6034","02/07/2017 05:57:55",0.529514,"3269","DE",0,91,0,5,2017-02-07 05:57:55,22677.7585201263,2017-02-07 05:59:14
"2015-6034170371415","2015-6034","02/13/2017 11:07:02",0.55139,"3269","78",0,118,63,5,2017-02-13 11:07:02,536947.021875858,2017-02-13 11:08:21
"2015-6034170371415","2015-6034","02/13/2017 20:07:54",0.565217,"3269","95",0,128,48,5,2017-02-13 20:07:54,32452.0138270855,2017-02-13 20:09:13
"2015-6034170371415","2015-6034","02/13/2017 15:17:20",0.264076,"326D","E0",0,101,31,5,2017-02-13 15:17:20,NA,2017-02-13 15:18:39
"2015-6034170371415","2015-6034","04/07/2017 10:40:38",0.606853,"326D","84",1,324,140,5,2017-04-07 10:40:38,4562598.34277701,2017-04-07 10:41:57
"2015-6034170371415","2015-6034","02/13/2017 11:07:26",0.235147,"3285","A7",0,118,61,5,2017-02-13 11:07:26,NA,2017-02-13 11:08:45
"2015-6034170371415","2015-6034","02/10/2017 05:24:14",0.863501,"3289","FF",0,79,0,5,2017-02-10 05:24:14,NA,2017-02-10 05:25:33
"2015-6034170371415","2015-6034","02/11/2017 10:38:33",0.254005,"3289","0D",0,99,0,5,2017-02-11 10:38:33,105258.390503883,2017-02-11 10:39:52
"2015-6034170371415","2015-6034","02/11/2017 20:52:44",0.958177,"3289","4C",0,67,0,5,2017-02-11 20:52:44,36851.7041721344,2017-02-11 20:54:03
"2015-6034170371415","2015-6034","02/13/2017 17:03:05",0.466454,"3289","27",0,97,24,5,2017-02-13 17:03:05,159020.508276939,2017-02-13 17:04:24
"2015-6034170371415","2015-6034","02/15/2017 02:03:20",0.269688,"3289","0C",1,932,2969,5,2017-02-15 02:03:20,118814.803233862,2017-02-15 02:04:39
"2015-6034170371415","2015-6034","02/09/2017 05:32:53",0.995794,"328B","94",0,102,0,5,2017-02-09 05:32:53,NA,2017-02-09 05:34:12
"2015-6034170371415","2015-6034","02/09/2017 13:06:07",0.416364,"328B","D1",0,89,8,5,2017-02-09 13:06:07,27193.4205698967,2017-02-09 13:07:26
"2015-6034170371415","2015-6034","02/10/2017 06:54:38",0.123841,"328B","7C",0,72,0,5,2017-02-10 06:54:38,64110.7074770927,2017-02-10 06:55:57
"2015-6034170371415","2015-6034","02/13/2017 07:42:40",0.316028,"328B","F8",0,107,60,5,2017-02-13 07:42:40,262082.192187071,2017-02-13 07:43:59
"2015-6034170371415","2015-6034","04/02/2017 08:48:27",0.467507,"328B","B0",1,751,531,5,2017-04-02 08:48:27,4151147.15147877,2017-04-02 08:49:46
"2015-6034170371415","2015-6034","04/03/2017 11:52:14",0.984949,"328D","6D",1,525,334,5,2017-04-03 11:52:14,NA,2017-04-03 11:53:33
"2015-6034170371415","2015-6034","02/13/2017 15:10:58",0.003687,"3292","E4",0,118,41,5,2017-02-13 15:10:58,NA,2017-02-13 15:12:17
"2015-6034170371415","2015-6034","02/13/2017 20:05:41",0.452908,"3292","1E",0,130,69,5,2017-02-13 20:05:41,17683.4492211342,2017-02-13 20:07:00
"2015-6034170371415","2015-6034","04/27/2017 19:02:09",0.057376,"3292","B1",1,730,454,5,2017-04-27 19:02:09,60.0263860225677,2017-04-27 19:03:28
"2015-6034170371415","2015-6034","02/11/2017 00:36:09",0.499909,"3293","A1",0,98,0,5,2017-02-11 00:36:09,NA,2017-02-11 00:37:28
"2015-6034170371415","2015-6034","02/07/2017 04:10:58",0.206935,"3296","68",0,100,0,5,2017-02-07 04:10:58,NA,2017-02-07 04:12:17
"2015-6034170371415","2015-6034","02/13/2017 11:06:34",0.420087,"3296","AB",0,122,63,5,2017-02-13 11:06:34,543336.21315217,2017-02-13 11:07:53
"2015-6034170371415","2015-6034","02/13/2017 11:05:41",0.048547,"3299","3B",0,126,54,5,2017-02-13 11:05:41,NA,2017-02-13 11:07:00
"2015-6034170371415","2015-6034","02/13/2017 20:09:56",0.976156,"3299","67",0,106,55,5,2017-02-13 20:09:56,32655.9276089668,2017-02-13 20:11:15
"2015-6034170371415","2015-6034","02/06/2017 21:29:14",0.965501,"329A","C5",0,86,0,5,2017-02-06 21:29:14,NA,2017-02-06 21:30:33
"2015-6034170371415","2015-6034","02/14/2017 00:52:35",0.387839,"329A","F9",0,110,8,5,2017-02-14 00:52:35,617000.422338009,2017-02-14 00:53:54
"2015-6034170371415","2015-6034","02/12/2017 07:22:50",0.624433,"329B","8C",0,93,0,5,2017-02-12 07:22:50,NA,2017-02-12 07:24:09
"2015-6034170371415","2015-6034","02/13/2017 08:50:27",0.170739,"329B","6F",0,106,15,5,2017-02-13 08:50:27,91656.5463058949,2017-02-13 08:51:46
"2015-6034170371415","2015-6034","02/13/2017 20:22:01",0.599895,"329B","F1",0,118,53,5,2017-02-13 20:22:01,41494.429156065,2017-02-13 20:23:20
"2015-6034170371415","2015-6034","02/08/2017 04:41:45",0.346093,"329D","2E",0,94,0,5,2017-02-08 04:41:45,NA,2017-02-08 04:43:04
"2015-6034170371415","2015-6034","03/31/2017 04:45:36",0.874811,"329D","F0",1,515,498,5,2017-03-31 04:45:36,4406631.52871799,2017-03-31 04:46:55
"2015-6034170371415","2015-6034","03/31/2017 04:46:42",0.046,"329D","F0",1,534,435,5,2017-03-31 04:46:42,65.1711890697479,2017-03-31 04:48:01
"2015-6034170371415","2015-6034","03/31/2017 04:46:52",0.069086,"329D","F0",1,597,586,5,2017-03-31 04:46:52,10.0230860710144,2017-03-31 04:48:11
"2015-6034170371415","2015-6034","03/31/2017 04:50:47",0.802333,"329D","F0",1,771,492,5,2017-03-31 04:50:47,65.2327442169189,2017-03-31 04:52:06
"2015-6034170371415","2015-6034","02/11/2017 06:26:06",0.199381,"32A1","73",0,95,0,5,2017-02-11 06:26:06,NA,2017-02-11 06:27:25
"2015-6034170371415","2015-6034","02/13/2017 05:38:41",0.098036,"32A1","B9",0,76,0,5,2017-02-13 05:38:41,169954.898654938,2017-02-13 05:40:00
"2015-6034170371415","2015-6034","04/10/2017 18:01:20",0.802256,"32A1","ED",1,365,174,5,2017-04-10 18:01:20,4882959.70422006,2017-04-10 18:02:39
"2015-6034170371415","2015-6034","02/13/2017 20:27:52",0.932871,"32A2","E4",0,128,52,5,2017-02-13 20:27:52,NA,2017-02-13 20:29:11
"2015-6034170371415","2015-6034","02/12/2017 21:14:49",0.019509,"32A6","60",0,94,0,5,2017-02-12 21:14:49,NA,2017-02-12 21:16:08
"2015-6034170371415","2015-6034","04/04/2017 21:50:18",0.060112,"32A6","6E",1,767,257,5,2017-04-04 21:50:18,4408529.04060292,2017-04-04 21:51:37
"2015-6034170371415","2015-6034","04/04/2017 21:50:23",0.108704,"32A6","6E",1,398,267,5,2017-04-04 21:50:23,5.04859209060669,2017-04-04 21:51:42
"2015-6034170371415","2015-6034","02/07/2017 07:55:25",0.728666,"32A8","31",0,72,0,5,2017-02-07 07:55:25,NA,2017-02-07 07:56:44
"2015-6034170371415","2015-6034","02/13/2017 20:05:41",0.839087,"32A9","B2",0,110,65,5,2017-02-13 20:05:41,NA,2017-02-13 20:07:00
"2015-6034170371415","2015-6034","02/14/2017 01:41:58",0.986271,"32A9","8A",0,94,8,5,2017-02-14 01:41:58,20177.1471838951,2017-02-14 01:43:17
"2015-6034170371415","2015-6034","05/12/2017 23:53:02",0.400837,"32A9","2F",1,432,132,5,2017-05-12 23:53:02,7596663.41456604,2017-05-12 23:54:21
"2015-6034170371415","2015-6034","05/12/2017 23:56:07",0.087643,"32A9","2F",1,768,109,5,2017-05-12 23:56:07,9.98570895195007,2017-05-12 23:57:26
"2015-6034170371415","2015-6034","02/13/2017 20:06:32",0.387206,"32AC","55",0,142,61,5,2017-02-13 20:06:32,NA,2017-02-13 20:07:51
"2015-6034170371415","2015-6034","02/13/2017 15:11:06",0.740595,"32AE","99",0,130,41,5,2017-02-13 15:11:06,NA,2017-02-13 15:12:25
"2015-6034170371415","2015-6034","02/13/2017 23:30:28",0.943374,"32AE","14",0,76,0,5,2017-02-13 23:30:28,29962.2027788162,2017-02-13 23:31:47
"2015-6034170371415","2015-6034","02/07/2017 05:04:17",0.501466,"32B1","4B",0,78,0,5,2017-02-07 05:04:17,NA,2017-02-07 05:05:36
"2015-6034170371415","2015-6034","02/07/2017 17:02:22",0.464402,"32B1","1A",0,96,5,5,2017-02-07 17:02:22,43084.9629359245,2017-02-07 17:03:41
"2015-6034170371415","2015-6034","02/12/2017 21:42:51",0.508684,"32B1","3F",0,80,0,5,2017-02-12 21:42:51,448829.04428196,2017-02-12 21:44:10
"2015-6034170371415","2015-6034","05/22/2017 16:28:26",0.900891,"32B2","92",1,86,16,5,2017-05-22 16:28:26,4203932.60608315,2017-05-22 16:29:45
"2015-6034170371415","2015-6034","02/09/2017 07:13:44",0.411769,"32B3","EE",0,102,0,5,2017-02-09 07:13:44,NA,2017-02-09 07:15:03
"2015-6034170371415","2015-6034","02/13/2017 20:10:21",0.522948,"32B3","34",0,108,54,5,2017-02-13 20:10:21,392197.111179113,2017-02-13 20:11:40
"2015-6034170371415","2015-6034","04/09/2017 05:04:37",0.691934,"32B3","CC",1,387,195,5,2017-04-09 05:04:37,4697656.16898608,2017-04-09 05:05:56
"2015-6034170371415","2015-6034","04/09/2017 05:09:10",0.014213,"32B3","CC",1,463,128,5,2017-04-09 05:09:10,25.2403969764709,2017-04-09 05:10:29
"2015-6034170371415","2015-6034","02/13/2017 15:22:12",0.836595,"32B4","F1",0,131,20,5,2017-02-13 15:22:12,NA,2017-02-13 15:23:31
"2015-6034170371415","2015-6034","02/13/2017 16:54:41",0.85739,"32B4","B5",0,110,24,5,2017-02-13 16:54:41,5549.02079486847,2017-02-13 16:56:00
"2015-6034170371415","2015-6034","02/06/2017 19:02:03",0.700319,"32B6","FE",0,78,0,5,2017-02-06 19:02:03,NA,2017-02-06 19:03:22
"2015-6034170371415","2015-6034","02/07/2017 20:53:11",0.244609,"32B6","D7",0,84,0,5,2017-02-07 20:53:11,93067.5442900658,2017-02-07 20:54:30
"2015-6034170371415","2015-6034","02/12/2017 12:56:21",0.779015,"32B6","9E",0,91,0,5,2017-02-12 12:56:21,403390.534405947,2017-02-12 12:57:40
"2015-6034170371415","2015-6034","02/13/2017 19:51:19",0.941588,"32B7","91",0,114,42,5,2017-02-13 19:51:19,NA,2017-02-13 19:52:38
"2015-6034170371415","2015-6034","02/11/2017 10:54:18",0.751429,"32B9","03",0,76,0,5,2017-02-11 10:54:18,NA,2017-02-11 10:55:37
"2015-6034170371415","2015-6034","02/13/2017 10:22:25",0.188382,"32B9","AD",0,139,78,5,2017-02-13 10:22:25,170886.436952829,2017-02-13 10:23:44
"2015-6034170371415","2015-6034","02/09/2017 17:47:45",0.256261,"32BA","73",0,107,8,5,2017-02-09 17:47:45,NA,2017-02-09 17:49:04
"2015-6034170371415","2015-6034","02/11/2017 12:00:31",0.855636,"32BA","E9",0,79,0,5,2017-02-11 12:00:31,151966.599374771,2017-02-11 12:01:50
"2015-6034170371415","2015-6034","02/13/2017 20:06:33",0.040683,"32BA","D3",0,120,58,5,2017-02-13 20:06:33,201961.18504715,2017-02-13 20:07:52
"2015-6034170371415","2015-6034","02/11/2017 07:54:03",0.972973,"32BB","5C",0,83,0,5,2017-02-11 07:54:03,NA,2017-02-11 07:55:22
"2015-6034170371415","2015-6034","02/13/2017 11:10:47",0.179615,"32BB","58",0,106,48,5,2017-02-13 11:10:47,184603.206641912,2017-02-13 11:12:06
"2015-6034170371415","2015-6034","02/14/2017 04:44:48",0.916193,"32BB","37",0,87,7,5,2017-02-14 04:44:48,63241.7365779877,2017-02-14 04:46:07
"2015-6034170371415","2015-6034","02/06/2017 20:22:32",0.379196,"32BD","5D",0,74,0,5,2017-02-06 20:22:32,NA,2017-02-06 20:23:51
"2015-6034170371415","2015-6034","02/08/2017 23:11:02",0.778013,"32BD","FC",0,108,0,5,2017-02-08 23:11:02,182910.398817062,2017-02-08 23:12:21
"2015-6034170371415","2015-6034","02/14/2017 04:47:25",0.455358,"32BD","D3",1,91,8,5,2017-02-14 04:47:25,452182.677345037,2017-02-14 04:48:44
"2015-6034170371415","2015-6034","02/06/2017 16:26:02",0.252169,"32C9","0D",0,76,4,5,2017-02-06 16:26:02,NA,2017-02-06 16:27:21
"2015-6034170371415","2015-6034","02/12/2017 12:11:45",0.266399,"32CA","39",0,74,0,5,2017-02-12 12:11:45,NA,2017-02-12 12:13:04
"2015-6034170371415","2015-6034","04/27/2017 10:44:16",0.983299,"32CA","A8",1,867,562,5,2017-04-27 10:44:16,6388351.71690011,2017-04-27 10:45:35
"2015-6034170371415","2015-6034","02/07/2017 05:51:08",0.464041,"32CB","C4",0,80,0,5,2017-02-07 05:51:08,NA,2017-02-07 05:52:27
"2015-6034170371415","2015-6034","02/10/2017 01:45:05",0.165274,"32CB","1F",0,84,0,5,2017-02-10 01:45:05,244436.70123291,2017-02-10 01:46:24
"2015-6034170371415","2015-6034","02/11/2017 01:32:32",0.928263,"32CB","4C",0,94,0,5,2017-02-11 01:32:32,85647.7629890442,2017-02-11 01:33:51
"2015-6034170371415","2015-6034","02/13/2017 20:08:54",0.755791,"32CB","B3",0,118,57,5,2017-02-13 20:08:54,239781.827528,2017-02-13 20:10:13
"2015-6034170371415","2015-6034","02/11/2017 02:14:17",0.250249,"32CD","F3",0,88,0,5,2017-02-11 02:14:17,NA,2017-02-11 02:15:36
"2015-6034170371415","2015-6034","02/13/2017 16:41:53",0.375873,"32CD","B1",0,120,27,5,2017-02-13 16:41:53,224856.12562418,2017-02-13 16:43:12
"2015-6034170371415","2015-6034","04/12/2017 11:28:01",0.579053,"32CD","2B",1,1188,194,5,2017-04-12 11:28:01,4992368.20317984,2017-04-12 11:29:20
"2015-6034170371415","2015-6034","04/12/2017 11:31:56",0.305254,"32CD","2B",1,620,270,5,2017-04-12 11:31:56,79.9264888763428,2017-04-12 11:33:15
"2015-6034170371415","2015-6034","04/12/2017 11:32:01",0.298704,"32CD","2B",1,715,298,5,2017-04-12 11:32:01,4.99344992637634,2017-04-12 11:33:20
"2015-6034170371415","2015-6034","04/12/2017 11:32:06",0.292974,"32CD","2B",1,974,274,5,2017-04-12 11:32:06,4.99427008628845,2017-04-12 11:33:25
"2015-6034170371415","2015-6034","04/12/2017 11:32:36",0.280542,"32CD","2B",1,443,245,5,2017-04-12 11:32:36,29.9875679016113,2017-04-12 11:33:55
"2015-6034170371415","2015-6034","02/06/2017 15:15:21",0.596956,"32D2","E6",0,81,8,5,2017-02-06 15:15:21,NA,2017-02-06 15:16:40
"2015-6034170371415","2015-6034","02/13/2017 04:40:37",0.665076,"32D2","C7",0,77,0,5,2017-02-13 04:40:37,566716.068120003,2017-02-13 04:41:56
"2015-6034170371415","2015-6034","02/13/2017 15:15:21",0.586567,"32D4","69",0,110,47,5,2017-02-13 15:15:21,NA,2017-02-13 15:16:40
"2015-6034170371415","2015-6034","02/13/2017 20:08:22",0.311319,"32D5","A7",0,113,46,5,2017-02-13 20:08:22,NA,2017-02-13 20:09:41
"2015-6034170371415","2015-6034","02/14/2017 02:15:48",0.682495,"32D5","55",0,112,31,5,2017-02-14 02:15:48,22046.3711760044,2017-02-14 02:17:07
"2015-6034170371415","2015-6034","02/12/2017 11:30:47",0.428938,"32D6","47",0,76,0,5,2017-02-12 11:30:47,NA,2017-02-12 11:32:06
"2015-6034170371415","2015-6034","02/07/2017 06:35:20",0.291754,"32D9","30",0,77,0,5,2017-02-07 06:35:20,NA,2017-02-07 06:36:39
"2015-6034170371415","2015-6034","02/11/2017 20:45:20",0.225457,"32DA","27",0,83,0,5,2017-02-11 20:45:20,NA,2017-02-11 20:46:39
"2015-6034170371415","2015-6034","02/10/2017 06:29:29",0.258202,"32DB","DA",0,76,0,5,2017-02-10 06:29:29,NA,2017-02-10 06:30:48
"2015-6034170371415","2015-6034","02/13/2017 09:02:56",0.076358,"32DD","BA",0,145,42,5,2017-02-13 09:02:56,NA,2017-02-13 09:04:15
"2015-6034170371415","2015-6034","02/10/2017 01:29:00",0.716452,"32E5","1D",0,82,0,5,2017-02-10 01:29:00,NA,2017-02-10 01:30:19
"2015-6034170371415","2015-6034","02/13/2017 07:41:32",0.090139,"3315","EE",0,118,39,5,2017-02-13 07:41:32,NA,2017-02-13 07:42:51
"2015-6034170371415","2015-6034","02/13/2017 15:58:39",0.894847,"3315","89",0,110,50,5,2017-02-13 15:58:39,29827.804708004,2017-02-13 15:59:58
"2015-6034170371415","2015-6034","02/13/2017 15:10:41",0.107654,"3325","33",0,132,40,5,2017-02-13 15:10:41,NA,2017-02-13 15:12:00
"2015-6034170371415","2015-6034","02/13/2017 16:40:46",0.716396,"3325","03",0,115,33,5,2017-02-13 16:40:46,5405.60874199867,2017-02-13 16:42:05
"2015-6034170371415","2015-6034","02/13/2017 20:04:14",0.086015,"3325","B4",0,121,65,5,2017-02-13 20:04:14,12207.3696188927,2017-02-13 20:05:33
"2015-6034170371415","2015-6034","02/07/2017 07:30:43",0.460807,"3329","B3",0,74,0,5,2017-02-07 07:30:43,NA,2017-02-07 07:32:02
"2015-6034170371415","2015-6034","02/10/2017 08:55:16",0.986868,"3329","01",0,82,0,5,2017-02-10 08:55:16,264273.52606082,2017-02-10 08:56:35
"2015-6034170371415","2015-6034","02/09/2017 13:14:57",0.958977,"332B","9B",0,106,10,5,2017-02-09 13:14:57,NA,2017-02-09 13:16:16
"2015-6034170371415","2015-6034","02/13/2017 20:57:57",0.801449,"332B","A6",0,92,5,5,2017-02-13 20:57:57,373379.842472076,2017-02-13 20:59:16
"2015-6034170371415","2015-6034","02/14/2017 01:20:53",0.574295,"332B","50",0,96,8,5,2017-02-14 01:20:53,15775.7728459835,2017-02-14 01:22:12
"2015-6034170371415","2015-6034","05/19/2017 01:06:55",0.870307,"3335","59",1,112,29,5,2017-05-19 01:06:55,NA,2017-05-19 01:08:14
"2015-6034170371415","2015-6034","02/13/2017 11:07:07",0.783951,"3349","E9",0,117,63,5,2017-02-13 11:07:07,NA,2017-02-13 11:08:26
