"Detection","RecSN","dtf","Hex","Tilt","Volt","Temp","Pres","Amp","Freq","Thresh","nbw","snr","Valid","nPRI","tdiff","winmax"
"  34883","15-6034",2017-02-10 02:03:38,"2EDD",91.1,3.98,20.5,0,86,0,100,0,18.7,0,5,261305.744198084,2017-02-10 02:04:57
"  47254","15-6034",2017-02-11 07:44:00,"2EDD",91.2,3.97,20.1,0,67,2306,100,0,16.5,0,5,106822.501708984,2017-02-11 07:45:19
" 125007","15-6034",2017-02-13 20:24:03,"2EDD",89.8,3.95,17.4,0,117,-178,100,55,6.6,0,5,218402.753489971,2017-02-13 20:25:22
" 132599","15-6034",2017-02-14 02:15:30,"2EDD",90.2,3.95,14,0,118,2467,100,47,8,0,5,21087.0209419727,2017-02-14 02:16:49
"   5372","15-6034",2017-02-06 21:00:12,"2EE5",96.4,4.01,21.7,0,86,-405,100,0,18.7,0,5,NA,2017-02-06 21:01:31
"  72252","15-6034",2017-02-13 01:34:24,"2EE5",91.2,3.95,20,0,91,-1989,100,0,19.2,0,5,534851.648669004,2017-02-13 01:35:43
" 144749","15-6034",2017-02-14 04:36:47,"2EE5",90.6,3.94,12.2,0,115,1800,100,7,21.2,0,5,97343.2555048466,2017-02-14 04:38:06
"  51624","15-6034",2017-02-11 14:04:42,"2EE9",90.9,3.97,20.8,0,82,2236,100,6,18.3,0,5,NA,2017-02-11 14:06:01
"  90202","15-6034",2017-02-13 14:32:31,"2EE9",89,3.94,20.9,0,101,-1546,100,8,20.1,0,5,174469.108476877,2017-02-13 14:33:50
" 104082","15-6034",2017-02-13 20:02:02,"2EE9",93.5,3.95,17.2,0,130,-1802,100,60,6.7,0,5,19771.0529811382,2017-02-13 20:03:21
"  11919","15-6034",2017-02-07 05:13:25,"2EEA",96.3,4.01,21.3,0,90,670,100,0,19.1,0,5,NA,2017-02-07 05:14:44
"  64971","15-6034",2017-02-12 09:55:27,"2EEA",90.9,3.96,19.6,0,70,-83,100,0,16.9,0,5,448921.708751917,2017-02-12 09:56:46
" 107620","15-6034",2017-02-13 20:05:33,"2EEA",88.7,3.94,18.3,0,146,89,100,76,5.7,0,5,123006.134999037,2017-02-13 20:06:52
" 152976","15-6034",2017-05-28 19:44:19,"2EEA",31.1,3.32,19.9,0,100,1959,100,18,14.9,1,5,8984326.20209694,2017-05-28 19:45:38
"  46438","15-6034",2017-02-11 06:18:57,"2EEB",90.9,3.97,20,0,76,-1748,100,0,17.6,0,5,NA,2017-02-11 06:20:16
" 138629","15-6034",2017-02-14 02:24:16,"2EED",90.4,3.93,14.2,0,105,-2447,100,53,5.9,0,5,NA,2017-02-14 02:25:35
"  82994","15-6034",2017-02-13 11:06:06,"2EF5",90.1,3.95,17,0,122,-2357,100,49,7.9,0,5,NA,2017-02-13 11:07:25
"    376","15-6034",2017-02-06 15:14:16,"2F25",96.1,4.02,21,0,88,1741,100,8,18.9,0,5,NA,2017-02-06 15:15:35
"  86499","15-6034",2017-02-13 12:01:23,"2F25",92.3,3.95,19,0,76,-733,100,4,17.6,0,5,593226.556209087,2017-02-13 12:02:42
"  67532","15-6034",2017-02-12 13:48:33,"2F29",91,3.96,21,0,88,-2530,100,0,18.9,0,5,NA,2017-02-12 13:49:52
" 118458","15-6034",2017-02-13 20:15:44,"2F29",89.8,3.94,17.8,0,126,-1635,100,60,6.4,0,5,109630.553730011,2017-02-13 20:17:03
" 145081","15-6034",2017-02-14 04:45:38,"2F2A",90.6,3.94,12.1,0,75,-1353,100,7,17.5,0,5,NA,2017-02-14 04:46:57
"  12931","15-6034",2017-02-07 06:33:50,"2F2B",96.4,4.01,21.1,0,90,-2307,100,0,19.1,0,5,NA,2017-02-07 06:35:09
"   5991","15-6034",2017-02-06 21:40:52,"2F2D",96.2,4.01,21.2,0,80,-2225,100,0,18.1,0,5,NA,2017-02-06 21:42:11
"  17755","15-6034",2017-02-07 18:47:05,"2F2D",96.2,4,22.5,0,76,165,100,2,17.6,0,5,75972.6620440483,2017-02-07 18:48:24
"  79434","15-6034",2017-02-13 09:00:00,"2F2D",95.1,3.94,13.4,0,128,391,100,41,9.9,0,5,483175.489136934,2017-02-13 09:01:19
"  91104","15-6034",2017-02-13 15:10:39,"2F2D",89.9,3.95,21.2,0,111,2268,100,40,8.9,0,5,22238.8101840019,2017-02-13 15:11:58
"  95962","15-6034",2017-02-13 16:26:43,"2F2D",90,3.94,21.1,0,121,-1919,100,20,15.6,0,5,4563.53210401535,2017-02-13 16:28:02
" 124624","15-6034",2017-02-13 20:23:38,"2F2D",89.7,3.95,18.4,0,117,-816,100,56,6.4,0,5,14215.9611890316,2017-02-13 20:24:57
" 125221","15-6034",2017-02-13 20:24:23,"2F2D",89.9,3.95,18,0,128,-253,100,53,7.7,0,5,44.1621360778809,2017-02-13 20:25:42
"  28828","15-6034",2017-02-09 13:28:03,"2F35",91,3.98,21.9,0,108,-2607,100,8,20.7,0,5,NA,2017-02-09 13:29:22
" 112168","15-6034",2017-02-13 20:09:15,"2F35",91.1,3.95,17.9,0,116,-1108,100,60,5.7,0,5,369671.664747,2017-02-13 20:10:34
"  35419","15-6034",2017-02-10 02:51:08,"2F45",90.9,3.96,21,0,78,-2562,100,0,17.8,0,5,NA,2017-02-10 02:52:27
"  53903","15-6034",2017-02-11 19:50:57,"2F45",90.9,3.96,20.7,0,68,-1780,100,0,16.7,0,5,147588.144935846,2017-02-11 19:52:16
"  77136","15-6034",2017-02-13 07:28:47,"2F45",93.4,3.95,16.6,0,102,-2314,100,19,14.6,0,5,128270.03840518,2017-02-13 07:30:06
" 126964","15-6034",2017-02-13 20:26:50,"2F49",90.1,3.95,17.6,0,128,-2217,100,46,8.9,0,5,NA,2017-02-13 20:28:09
"  42381","15-6034",2017-02-10 16:26:58,"2F4D",91.1,3.97,21.3,0,98,-2088,100,8,19.8,0,5,NA,2017-02-10 16:28:17
"  56866","15-6034",2017-02-11 23:46:27,"2F4D",91.1,3.96,20,0,85,-1609,100,0,18.6,0,5,112769.273658991,2017-02-11 23:47:46
"  85675","15-6034",2017-02-13 11:10:44,"2F4D",92.6,3.95,17.1,0,107,867,100,46,7.3,0,5,127456.811753988,2017-02-13 11:12:03
"  28799","15-6034",2017-02-09 13:25:28,"2F51",91.2,3.98,21.9,0,90,253,100,8,19.1,0,5,NA,2017-02-09 13:26:47
"  83359","15-6034",2017-02-13 11:06:22,"2F51",89.3,3.96,17.3,0,139,-509,100,45,9.8,0,5,337254.055418968,2017-02-13 11:07:41
"  21733","15-6034",2017-02-08 12:11:54,"2F52",96.1,3.99,21.5,0,95,-2134,100,8,19.6,0,5,NA,2017-02-08 12:13:13
"  22652","15-6034",2017-02-08 23:41:35,"2F53",96.2,3.97,21.6,0,94,-594,100,0,19.5,0,5,NA,2017-02-08 23:42:54
"  41296","15-6034",2017-02-10 15:43:29,"2F54",91,3.97,21.4,0,87,135,100,8,18.8,0,5,NA,2017-02-10 15:44:48
"  73609","15-6034",2017-02-13 03:19:30,"2F54",90.9,3.96,19.9,0,93,-1844,100,0,19.4,0,5,214560.941895008,2017-02-13 03:20:49
" 100648","15-6034",2017-02-13 17:53:50,"2F54",89.8,3.94,19.5,0,76,-66,100,8,17.6,0,5,52459.2883188725,2017-02-13 17:55:09
"  14112","15-6034",2017-02-07 08:12:47,"2F55",96.2,3.99,20.3,0,79,42,100,0,18,0,5,NA,2017-02-07 08:14:06
"  35236","15-6034",2017-02-10 02:33:36,"2F55",91.4,3.97,21.2,0,86,-2146,100,0,18.7,0,5,238848.416625977,2017-02-10 02:34:55
"  55131","15-6034",2017-02-11 21:22:57,"2F55",91,3.96,20.3,0,94,-154,100,0,19.5,0,5,154161.221755028,2017-02-11 21:24:16
"  90759","15-6034",2017-02-13 15:08:58,"2F55",89.1,3.94,20.8,0,92,499,100,29,10,0,5,150360.823420048,2017-02-13 15:10:17
"  12051","15-6034",2017-02-07 05:21:23,"2F57",96.2,4,21.6,0,72,1990,100,0,17.1,0,5,NA,2017-02-07 05:22:42
"  26528","15-6034",2017-02-09 12:42:19,"2F5A",91.1,3.98,22,0,99,2476,100,11,19.1,0,5,NA,2017-02-09 12:43:38
"  62074","15-6034",2017-02-12 06:20:56,"2F5A",91.3,3.95,20,0,83,2588,100,0,18.4,0,5,236316.903652191,2017-02-12 06:22:15
"  84193","15-6034",2017-02-13 11:06:56,"2F5A",91.1,3.95,17.2,0,115,-797,100,56,6.3,0,5,103559.820128918,2017-02-13 11:08:15
"  43878","15-6034",2017-02-11 01:44:10,"2F5B",91,3.97,21.1,0,76,-1599,100,0,17.6,0,5,NA,2017-02-11 01:45:29
"  53053","15-6034",2017-02-11 18:10:09,"2F5B",90.9,3.97,20.7,0,90,-2434,100,0,19.1,0,5,59159.120456934,2017-02-11 18:11:28
"  69906","15-6034",2017-02-12 21:49:11,"2F5B",91.2,3.96,20.3,0,85,64,100,0,18.6,0,5,99542.242939949,2017-02-12 21:50:30
"  95436","15-6034",2017-02-13 16:10:22,"2F5B",89.8,3.95,21.1,0,128,-2118,100,16,18.1,0,5,66070.8881499767,2017-02-13 16:11:41
" 125209","15-6034",2017-02-13 20:24:21,"2F5B",89.9,3.95,18,0,132,-1784,100,60,6.8,0,5,15239.1730611324,2017-02-13 20:25:40
"  34523","15-6034",2017-02-10 01:31:07,"2F5D",91,3.97,21.2,0,73,-2387,100,0,17.3,0,5,NA,2017-02-10 01:32:26
"  41734","15-6034",2017-02-10 16:01:16,"2F5D",91,3.98,21.2,0,100,-259,100,8,20,0,5,52209.1212670803,2017-02-10 16:02:35
" 116734","15-6034",2017-02-13 20:13:36,"2F5D",89.6,3.94,18.2,0,132,-2033,100,54,7.8,0,5,274339.723227978,2017-02-13 20:14:55
" 121908","15-6034",2017-02-13 20:20:10,"2F65",90,3.95,17.7,0,134,-1331,100,60,7,0,5,NA,2017-02-13 20:21:29
" 150235","15-6034",2017-02-14 09:45:15,"2F65",90.6,3.96,12,0,119,-2821,100,15,18,0,5,48304.4713001251,2017-02-14 09:46:34
"  90782","15-6034",2017-02-13 15:09:11,"2F69",89.3,3.94,20.5,0,140,-2364,100,43,10.3,0,5,NA,2017-02-13 15:10:30
" 106781","15-6034",2017-02-13 20:04:55,"2F69",85,3.95,17.8,0,122,-2350,100,65,5.5,0,5,17743.8782198429,2017-02-13 20:06:14
" 148407","15-6034",2017-02-14 06:45:17,"2F69",90.6,3.95,10.4,0,126,-114,100,11,21.2,0,5,38421.5322051048,2017-02-14 06:46:36
" 150253","15-6034",2017-02-14 09:45:51,"2F69",90.4,3.96,11.4,0,90,-1669,100,14,16.2,0,5,10833.711042881,2017-02-14 09:47:10
"   5606","15-6034",2017-02-06 21:13:22,"2F6A",96.4,4.01,21.6,0,75,-1670,100,0,17.5,0,5,NA,2017-02-06 21:14:41
"  50461","15-6034",2017-02-11 12:14:29,"2F6A",91,3.97,20.4,0,96,-194,100,0,19.6,0,5,399667.454990149,2017-02-11 12:15:48
"  54099","15-6034",2017-02-11 20:09:50,"2F6A",90.9,3.96,21.3,0,84,-2115,100,0,18.5,0,5,28520.5564939976,2017-02-11 20:11:09
" 132263","15-6034",2017-02-14 02:14:11,"2F6A",90.3,3.94,14.2,0,131,-587,100,32,12.2,0,5,194661.052059889,2017-02-14 02:15:30
"  56755","15-6034",2017-02-11 23:37:18,"2F6B",91,3.96,19.4,0,76,-2082,100,0,17.6,0,5,NA,2017-02-11 23:38:37
"  72697","15-6034",2017-02-13 02:09:26,"2F6B",91,3.96,19.9,0,79,1909,100,0,18,0,5,95527.6111199856,2017-02-13 02:10:45
"  61291","15-6034",2017-02-12 05:17:00,"2F6D",91.2,3.97,18.8,0,80,1914,100,0,18.1,0,5,NA,2017-02-12 05:18:19
"  63883","15-6034",2017-02-12 08:33:02,"2F75",91,3.95,20.2,0,88,487,100,0,18.9,0,5,NA,2017-02-12 08:34:21
"  64973","15-6034",2017-02-12 09:55:36,"2F75",90.9,3.96,19.6,0,77,2004,100,0,17.7,0,5,4953.36707091331,2017-02-12 09:56:55
"  17156","15-6034",2017-02-07 17:19:52,"2F95",96.2,4,22,0,69,-317,100,1,16.8,0,5,NA,2017-02-07 17:21:11
"  30102","15-6034",2017-02-09 17:58:53,"2F95",90.8,3.98,21.5,0,99,-1979,100,8,19.9,0,5,175141.059499025,2017-02-09 18:00:12
" 111855","15-6034",2017-02-13 20:08:59,"2F95",89.5,3.94,18.4,0,125,-170,100,49,8.1,0,5,353405.890617132,2017-02-13 20:10:18
"  50231","15-6034",2017-02-11 12:00:57,"2FA5",91.1,3.97,20.5,0,89,-1546,100,0,19,0,5,NA,2017-02-11 12:02:16
" 125369","15-6034",2017-02-13 20:24:31,"2FA5",89.8,3.95,18.2,0,116,988,100,56,6.3,0,5,203014.603961945,2017-02-13 20:25:50
"  28607","15-6034",2017-02-09 13:17:46,"2FA9",91.1,3.98,21.9,0,82,-680,100,8,18.3,0,5,NA,2017-02-09 13:19:05
"  74023","15-6034",2017-02-13 03:50:54,"2FA9",90.9,3.96,20.1,0,91,876,100,0,19.2,0,5,311587.580558062,2017-02-13 03:52:13
"  32113","15-6034",2017-02-09 21:49:54,"2FAA",91,3.97,20.8,0,74,197,100,0,17.4,0,5,NA,2017-02-09 21:51:13
"  29220","15-6034",2017-02-09 17:44:11,"2FAB",91,3.98,22.1,0,112,-1665,100,1,21,0,5,NA,2017-02-09 17:45:30
"  59126","15-6034",2017-02-12 02:36:45,"2FAB",91.1,3.96,19.6,0,84,-1809,100,0,18.5,0,5,204754.900257111,2017-02-12 02:38:04
"  71206","15-6034",2017-02-13 00:08:07,"2FAB",91,3.95,20.2,0,96,-2261,100,0,19.6,0,5,77482.0523757935,2017-02-13 00:09:26
" 143600","15-6034",2017-02-14 03:45:57,"2FAB",90.4,3.95,12.8,0,79,-399,100,8,18,0,5,99469.9632952213,2017-02-14 03:47:16
"  15263","15-6034",2017-02-07 09:43:02,"2FAD",96.2,4.01,21.4,0,95,597,100,0,19.6,0,5,NA,2017-02-07 09:44:21
"  46384","15-6034",2017-02-11 06:09:59,"2FB5",91,3.97,20.2,0,68,-668,100,0,16.7,0,5,NA,2017-02-11 06:11:18
"  50994","15-6034",2017-02-11 13:04:51,"2FD5",91,3.97,20.5,0,80,-2222,100,8,18.1,0,5,NA,2017-02-11 13:06:10
"  55116","15-6034",2017-02-11 21:22:19,"2FD5",90.9,3.97,20.5,0,90,-2308,100,0,19.1,0,5,29848.2462379932,2017-02-11 21:23:38
" 150569","15-6034",2017-02-14 09:55:25,"2FD5",90.4,3.96,11.8,0,82,-2039,100,23,11,0,5,217986.366373062,2017-02-14 09:56:44
"  49276","15-6034",2017-02-11 10:31:57,"3095",91.1,3.97,20.9,0,78,-2286,100,0,17.8,0,5,NA,2017-02-11 10:33:16
"  89713","15-6034",2017-02-13 14:15:19,"3095",90.6,3.95,22.1,0,101,98,100,8,20.1,0,5,186202.037408113,2017-02-13 14:16:38
" 134613","15-6034",2017-02-14 02:18:55,"3095",90.4,3.94,14,0,107,246,100,44,7.7,0,5,43415.6887159348,2017-02-14 02:20:14
" 135854","15-6034",2017-02-14 02:20:49,"30A5",90.3,3.95,13.6,0,114,127,100,48,7.5,0,5,NA,2017-02-14 02:22:08
"    777","15-6034",2017-02-06 15:39:42,"30A9",96,4.01,21.3,0,94,-2006,100,7,19.5,0,5,NA,2017-02-06 15:41:01
"  17773","15-6034",2017-02-07 18:49:44,"30A9",96.2,4,21.6,0,82,2551,100,2,18.3,0,5,97801.3151619434,2017-02-07 18:51:03
" 114471","15-6034",2017-02-13 20:11:29,"30A9",90.1,3.95,17.5,0,123,1947,100,49,8,0,5,523305.628909111,2017-02-13 20:12:48
"  69278","15-6034",2017-02-12 20:55:17,"30AA",91.1,3.96,20.3,0,79,-2314,100,0,18,0,5,NA,2017-02-12 20:56:36
" 123699","15-6034",2017-02-13 20:22:22,"30AB",89.8,3.95,17.9,0,137,-964,100,64,6.6,0,5,NA,2017-02-13 20:23:41
"  61307","15-6034",2017-02-12 05:17:53,"30AD",91.2,3.96,19.3,0,71,-1643,100,0,17,0,5,NA,2017-02-12 05:19:12
"  84374","15-6034",2017-02-13 11:07:03,"30AD",91.1,3.94,17.3,0,86,277,100,63,2.7,0,5,107350.659801006,2017-02-13 11:08:22
"  90389","15-6034",2017-02-13 14:38:54,"30AD",83.4,3.95,20.7,0,98,-2228,100,39,8,0,5,12711.001224041,2017-02-13 14:40:13
" 111823","15-6034",2017-02-13 20:08:57,"30B5",83.2,3.96,17.8,0,113,376,100,48,7.4,0,5,NA,2017-02-13 20:10:16
" 127519","15-6034",2017-02-13 20:56:18,"30B5",90,3.94,16.9,0,106,-1428,100,5,20.5,0,5,2840.97317290306,2017-02-13 20:57:37
"  10898","15-6034",2017-02-07 04:06:37,"3125",96.2,4.01,21.3,0,70,-1850,100,0,16.9,0,5,NA,2017-02-07 04:07:56
" 119132","15-6034",2017-02-13 20:16:21,"3129",90.1,3.93,17.8,0,124,-2217,100,53,7.4,0,5,NA,2017-02-13 20:17:40
" 151318","15-6034",2017-03-31 08:10:31,"3129",28.8,3.68,14.4,0,639,-91,100,571,4.1,1,5,3930849.546772,2017-03-31 08:11:50
"  57228","15-6034",2017-02-12 00:14:40,"312A",91.2,3.94,19.4,0,90,329,100,0,19.1,0,5,NA,2017-02-12 00:15:59
" 126146","15-6034",2017-02-13 20:25:30,"312A",89.9,3.94,17.9,0,129,-2213,100,53,7.7,0,5,159050.218300104,2017-02-13 20:26:49
"   2089","15-6034",2017-02-06 17:31:09,"312B",96.5,4.02,21.6,0,102,-1473,100,0,20.2,0,5,NA,2017-02-06 17:32:28
"  52051","15-6034",2017-02-11 14:39:55,"312B",91,3.95,20.8,0,89,-1894,100,4,19,0,5,421725.86382699,2017-02-11 14:41:14
"  15423","15-6034",2017-02-07 09:55:25,"312D",96,4.01,21.2,0,90,-353,100,0,19.1,0,5,NA,2017-02-07 09:56:44
"  77429","15-6034",2017-02-13 07:34:56,"312D",94,3.95,16.7,0,116,-1905,100,17,16.7,0,5,509971.243334055,2017-02-13 07:36:15
" 109072","15-6034",2017-02-13 20:06:46,"312D",95.5,3.94,17.7,0,122,-310,100,57,6.6,0,5,45109.1552109718,2017-02-13 20:08:05
" 106912","15-6034",2017-02-13 20:05:02,"3135",84.1,3.96,17.7,0,122,2038,100,66,5.3,0,5,NA,2017-02-13 20:06:21
" 142789","15-6034",2017-02-14 02:37:19,"3135",90.3,3.96,14.1,0,107,-1731,100,27,12,0,5,23536.8000330925,2017-02-14 02:38:38
"  65909","15-6034",2017-02-12 11:28:24,"3145",91,3.96,20.7,0,107,-2458,100,0,20.6,0,5,NA,2017-02-12 11:29:43
"  72095","15-6034",2017-02-13 01:21:08,"3145",91.2,3.94,19.9,0,81,-382,100,0,18.2,0,5,49964.3085169792,2017-02-13 01:22:27
" 149044","15-6034",2017-02-14 09:18:15,"3145",89.5,3.95,10.7,0,98,-110,100,18,14.7,0,5,115026.11124301,2017-02-14 09:19:34
"  83116","15-6034",2017-02-13 11:06:12,"3149",90.1,3.95,17,0,119,-2435,100,64,5.4,0,5,NA,2017-02-13 11:07:31
