//Index,Tag ID (hex),PRI,Tag ID (dec),,
708,69B1,5,27057,,
709,69B2,5,27058,,
710,69B3,5,27059,,
711,69B4,5,27060,,
712,69B6,5,27062,,
713,69B7,5,27063,,
714,69B9,5,27065,,
715,69BA,5,27066,,
716,69BB,5,27067,,
717,69BD,5,27069,,
718,69C5,5,27077,,
719,69C9,5,27081,,
720,69CA,5,27082,,
721,69CB,5,27083,,
722,69CD,5,27085,,
723,69D1,5,27089,,
724,69D2,5,27090,,
725,69D3,5,27091,,
726,69D4,5,27092,,
727,69D5,5,27093,,
728,69D6,5,27094,,
729,69D7,5,27095,,
730,69D9,5,27097,,
731,69DA,5,27098,,
732,69DB,5,27099,,
733,69DD,5,27101,,
734,69E5,5,27109,,
735,69E9,5,27113,,
736,69EA,5,27114,,
737,69EB,5,27115,,
738,69ED,5,27117,,
739,69F5,5,27125,,
740,6A05,5,27141,,
741,6A09,5,27145,,
742,6A0A,5,27146,,
743,6A0B,5,27147,,
744,6A0D,5,27149,,
745,6A11,5,27153,,
746,6A12,5,27154,,
747,6A13,5,27155,,
748,6A14,5,27156,,
749,6A15,5,27157,,
750,6A16,5,27158,,
751,6A17,5,27159,,
752,6A19,5,27161,,
753,00CA,6,202,,
754,00C9,6,201,,
755,801A,5,32794,,
756,038C,5,908,,
