"Filename","RecSN","DT","FracSec","Hex","CRC","validFlag","TagAmp","NBW","nPRI","dtf","tdiff","winmax"
"2015-6034170371415","2015-6034","02/13/2017 19:07:26",0.972532,"00CA","14",1,15343,16,5,2017-02-13 19:07:26,5.10002899169922,2017-02-13 19:08:45
"2015-6034170371415","2015-6034","02/13/2017 19:07:32",0.071611,"00CA","14",1,15100,17,5,2017-02-13 19:07:32,5.0990788936615,2017-02-13 19:08:51
"2015-6034170371415","2015-6034","02/13/2017 19:07:37",0.170113,"00CA","14",1,14478,24,5,2017-02-13 19:07:37,5.09850215911865,2017-02-13 19:08:56
"2015-6034170371415","2015-6034","02/14/2017 10:11:59",0.487949,"00CA","14",1,14607,21,5,2017-02-14 10:11:59,5.05771684646606,2017-02-14 10:13:18
"2015-6034170371415","2015-6034","02/14/2017 10:12:04",0.545426,"00CA","14",1,14081,17,5,2017-02-14 10:12:04,5.05747699737549,2017-02-14 10:13:23
"2015-6034170371415","2015-6034","02/14/2017 10:12:09",0.603147,"00CA","14",1,14360,25,5,2017-02-14 10:12:09,5.05772113800049,2017-02-14 10:13:28
"2015-6034170371415","2015-6034","02/14/2017 10:12:14",0.660259,"00CA","14",1,13815,22,5,2017-02-14 10:12:14,5.05711197853088,2017-02-14 10:13:33
"2015-6034170371415","2015-6034","02/14/2017 10:12:24",0.774911,"00CA","14",1,16151,28,5,2017-02-14 10:12:24,10.1146519184113,2017-02-14 10:13:43
"2015-6034170371415","2015-6034","06/09/2017 11:38:47",0.641518,"00CA","14",1,13504,29,5,2017-06-09 11:38:47,5.02639222145081,2017-06-09 11:40:06
"2015-6034170371415","2015-6034","06/09/2017 11:38:57",0.694125,"00CA","14",1,13512,16,5,2017-06-09 11:38:57,10.0526068210602,2017-06-09 11:40:16
"2015-6034170371415","2015-6034","06/09/2017 11:39:02",0.720066,"00CA","14",1,15096,41,5,2017-06-09 11:39:02,5.02594113349915,2017-06-09 11:40:21
"2015-6034170371415","2015-6034","06/09/2017 11:39:12",0.772562,"00CA","14",1,14502,23,5,2017-06-09 11:39:12,10.0524959564209,2017-06-09 11:40:31
"2015-6034170371415","2015-6034","06/09/2017 11:39:22",0.82489,"00CA","14",1,14722,17,5,2017-06-09 11:39:22,10.0523278713226,2017-06-09 11:40:41
"2015-6034170371415","2015-6034","06/09/2017 11:39:27",0.851286,"00CA","14",1,15668,20,5,2017-06-09 11:39:27,5.02639603614807,2017-06-09 11:40:46
"2015-6034170371415","2015-6034","06/09/2017 11:39:32",0.877587,"00CA","14",1,586,24,5,2017-06-09 11:39:32,5.02630114555359,2017-06-09 11:40:51
"2015-6034170371415","2015-6034","02/13/2017 19:07:21",0.872503,"00CA","14",1,14930,24,5,2017-02-13 19:07:21,44529.3422291279,2017-02-13 19:08:40
"2015-6034170371415","2015-6034","02/14/2017 10:11:54",0.430232,"00CA","14",1,13763,23,5,2017-02-14 10:11:54,54257.2601189613,2017-02-14 10:13:13
"2015-6034170371415","2015-6034","06/09/2017 11:38:42",0.615126,"00CA","14",1,16180,40,5,2017-06-09 11:38:42,9941177.84021497,2017-06-09 11:40:01
"2015-6034170371415","2015-6034","04/11/2017 09:27:25",0.116347,"2ECB","57",1,2569,196,5,2017-04-11 09:27:25,24.8262050151825,2017-04-11 09:28:44
"2015-6034170371415","2015-6034","04/11/2017 09:27:30",0.084107,"2ECB","57",1,1749,196,5,2017-04-11 09:27:30,4.96775984764099,2017-04-11 09:28:49
"2015-6034170371415","2015-6034","04/11/2017 09:27:44",0.988952,"2ECB","57",1,1980,153,5,2017-04-11 09:27:44,14.9048449993134,2017-04-11 09:29:03
"2015-6034170371415","2015-6034","04/11/2017 09:27:49",0.96265,"2ECB","57",1,2482,191,5,2017-04-11 09:27:49,4.97369813919067,2017-04-11 09:29:08
"2015-6034170371415","2015-6034","04/11/2017 09:27:54",0.936491,"2ECB","57",1,1901,177,5,2017-04-11 09:27:54,4.97384095191956,2017-04-11 09:29:13
"2015-6034170371415","2015-6034","04/11/2017 09:27:59",0.906181,"2ECB","57",1,1235,139,5,2017-04-11 09:27:59,4.9696900844574,2017-04-11 09:29:18
"2015-6034170371415","2015-6034","04/11/2017 09:28:04",0.877147,"2ECB","57",1,1190,186,5,2017-04-11 09:28:04,4.97096586227417,2017-04-11 09:29:23
"2015-6034170371415","2015-6034","04/11/2017 09:28:19",0.787939,"2ECB","57",1,1996,141,5,2017-04-11 09:28:19,14.9107921123505,2017-04-11 09:29:38
"2015-6034170371415","2015-6034","04/11/2017 09:28:24",0.759299,"2ECB","57",1,1426,142,5,2017-04-11 09:28:24,4.97135996818542,2017-04-11 09:29:43
"2015-6034170371415","2015-6034","04/11/2017 09:28:29",0.729666,"2ECB","57",1,1606,166,5,2017-04-11 09:28:29,4.97036695480347,2017-04-11 09:29:48
"2015-6034170371415","2015-6034","04/11/2017 09:28:44",0.637765,"2ECB","57",1,1046,172,5,2017-04-11 09:28:44,14.9080989360809,2017-04-11 09:30:03
"2015-6034170371415","2015-6034","04/11/2017 09:28:59",0.551058,"2ECB","57",1,612,166,5,2017-04-11 09:28:59,14.9132931232452,2017-04-11 09:30:18
"2015-6034170371415","2015-6034","04/11/2017 09:29:09",0.496955,"2ECB","57",1,580,179,5,2017-04-11 09:29:09,9.94589686393738,2017-04-11 09:30:28
"2015-6034170371415","2015-6034","04/11/2017 09:29:14",0.468469,"2ECB","57",1,684,176,5,2017-04-11 09:29:14,4.97151398658752,2017-04-11 09:30:33
"2015-6034170371415","2015-6034","04/11/2017 09:29:19",0.440923,"2ECB","57",1,876,182,5,2017-04-11 09:29:19,4.97245407104492,2017-04-11 09:30:38
"2015-6034170371415","2015-6034","04/11/2017 09:29:24",0.413867,"2ECB","57",1,1141,196,5,2017-04-11 09:29:24,4.97294402122498,2017-04-11 09:30:43
"2015-6034170371415","2015-6034","04/11/2017 09:29:29",0.38781,"2ECB","57",1,539,172,5,2017-04-11 09:29:29,4.97394299507141,2017-04-11 09:30:48
"2015-6034170371415","2015-6034","04/11/2017 09:27:00",0.290142,"2ECB","57",1,1889,145,5,2017-04-11 09:27:00,39.7227261066437,2017-04-11 09:28:19
"2015-6034170371415","2015-6034","04/09/2017 10:18:50",0.717214,"2ED1","B4",1,364,152,5,2017-04-09 10:18:50,35.1470441818237,2017-04-09 10:20:09
"2015-6034170371415","2015-6034","04/09/2017 10:18:55",0.736507,"2ED1","B4",1,497,141,5,2017-04-09 10:18:55,5.0192928314209,2017-04-09 10:20:14
"2015-6034170371415","2015-6034","04/09/2017 10:19:00",0.75748,"2ED1","B4",1,704,122,5,2017-04-09 10:19:00,5.02097296714783,2017-04-09 10:20:19
"2015-6034170371415","2015-6034","04/09/2017 10:19:05",0.778966,"2ED1","B4",1,857,151,5,2017-04-09 10:19:05,5.02148604393005,2017-04-09 10:20:24
"2015-6034170371415","2015-6034","04/09/2017 10:19:20",0.836658,"2ED1","B4",1,1563,109,5,2017-04-09 10:19:20,15.0576920509338,2017-04-09 10:20:39
"2015-6034170371415","2015-6034","04/09/2017 10:19:50",0.959701,"2ED1","B4",1,4985,168,5,2017-04-09 10:19:50,30.1230430603027,2017-04-09 10:21:09
"2015-6034170371415","2015-6034","04/09/2017 10:19:55",0.981178,"2ED1","B4",1,3506,140,5,2017-04-09 10:19:55,5.02147698402405,2017-04-09 10:21:14
"2015-6034170371415","2015-6034","04/09/2017 10:20:01",0.002693,"2ED1","B4",1,2003,118,5,2017-04-09 10:20:01,5.02151489257812,2017-04-09 10:21:20
"2015-6034170371415","2015-6034","04/09/2017 10:20:06",0.026013,"2ED1","B4",1,2155,115,5,2017-04-09 10:20:06,5.0233199596405,2017-04-09 10:21:25
"2015-6034170371415","2015-6034","04/09/2017 10:20:16",0.073546,"2ED1","B4",1,1194,141,5,2017-04-09 10:20:16,10.0475330352783,2017-04-09 10:21:35
"2015-6034170371415","2015-6034","04/09/2017 10:20:31",0.149309,"2ED1","B4",1,550,181,5,2017-04-09 10:20:31,15.0757629871368,2017-04-09 10:21:50
"2015-6034170371415","2015-6034","04/09/2017 10:18:15",0.57017,"2ED1","B4",1,342,126,5,2017-04-09 10:18:15,4868975.54912496,2017-04-09 10:19:34
"2015-6034170371415","2015-6034","04/14/2017 14:35:59",0.381766,"2ED6","37",1,1587,452,5,2017-04-14 14:35:59,5.02833604812622,2017-04-14 14:37:18
"2015-6034170371415","2015-6034","04/14/2017 14:36:19",0.494515,"2ED6","37",1,2295,422,5,2017-04-14 14:36:19,20.1127488613129,2017-04-14 14:37:38
"2015-6034170371415","2015-6034","04/14/2017 14:36:29",0.549195,"2ED6","37",1,1438,355,5,2017-04-14 14:36:29,10.054680109024,2017-04-14 14:37:48
"2015-6034170371415","2015-6034","04/14/2017 14:36:34",0.577085,"2ED6","37",1,1386,319,5,2017-04-14 14:36:34,5.02788996696472,2017-04-14 14:37:53
"2015-6034170371415","2015-6034","04/14/2017 14:36:39",0.606698,"2ED6","37",1,3312,329,5,2017-04-14 14:36:39,5.02961301803589,2017-04-14 14:37:58
"2015-6034170371415","2015-6034","04/14/2017 14:36:44",0.640021,"2ED6","37",1,1773,546,5,2017-04-14 14:36:44,5.03204202651978,2017-04-14 14:38:03
"2015-6034170371415","2015-6034","04/14/2017 14:36:49",0.669768,"2ED6","37",1,1221,290,5,2017-04-14 14:36:49,5.02974700927734,2017-04-14 14:38:08
"2015-6034170371415","2015-6034","04/14/2017 14:36:59",0.735354,"2ED6","37",1,716,493,5,2017-04-14 14:36:59,10.0655858516693,2017-04-14 14:38:18
"2015-6034170371415","2015-6034","04/14/2017 14:37:09",0.801909,"2ED6","37",1,566,321,5,2017-04-14 14:37:09,10.0665550231934,2017-04-14 14:38:28
"2015-6034170371415","2015-6034","04/14/2017 14:37:34",0.974189,"2ED6","37",1,486,329,5,2017-04-14 14:37:34,25.1722800731659,2017-04-14 14:38:53
"2015-6034170371415","2015-6034","04/14/2017 14:35:54",0.35343,"2ED6","37",1,828,565,5,2017-04-14 14:35:54,5196617.22900295,2017-04-14 14:37:13
"2015-6034170371415","2015-6034","04/04/2017 07:39:10",0.849893,"2ED9","76",1,1167,414,5,2017-04-04 07:39:10,5.0153431892395,2017-04-04 07:40:29
"2015-6034170371415","2015-6034","04/04/2017 07:39:25",0.907474,"2ED9","76",1,1009,394,5,2017-04-04 07:39:25,15.057580947876,2017-04-04 07:40:44
"2015-6034170371415","2015-6034","04/04/2017 07:39:30",0.928499,"2ED9","76",1,2330,386,5,2017-04-04 07:39:30,5.02102494239807,2017-04-04 07:40:49
"2015-6034170371415","2015-6034","04/04/2017 07:39:40",0.969125,"2ED9","76",1,4082,347,5,2017-04-04 07:39:40,10.0406260490417,2017-04-04 07:40:59
"2015-6034170371415","2015-6034","04/04/2017 07:39:45",0.989253,"2ED9","76",1,2710,343,5,2017-04-04 07:39:45,5.02012801170349,2017-04-04 07:41:04
"2015-6034170371415","2015-6034","04/04/2017 07:39:51",0.010254,"2ED9","76",1,4361,340,5,2017-04-04 07:39:51,5.02100086212158,2017-04-04 07:41:10
"2015-6034170371415","2015-6034","04/04/2017 07:39:56",0.032278,"2ED9","76",1,5563,350,5,2017-04-04 07:39:56,5.02202415466309,2017-04-04 07:41:15
"2015-6034170371415","2015-6034","04/04/2017 07:40:01",0.055176,"2ED9","76",1,3424,330,5,2017-04-04 07:40:01,5.02289795875549,2017-04-04 07:41:20
"2015-6034170371415","2015-6034","04/04/2017 07:40:06",0.078208,"2ED9","76",1,3344,292,5,2017-04-04 07:40:06,5.02303194999695,2017-04-04 07:41:25
"2015-6034170371415","2015-6034","04/04/2017 07:40:11",0.099354,"2ED9","76",1,2199,284,5,2017-04-04 07:40:11,5.02114605903625,2017-04-04 07:41:30
"2015-6034170371415","2015-6034","04/04/2017 07:40:16",0.122165,"2ED9","76",1,2306,336,5,2017-04-04 07:40:16,5.02281093597412,2017-04-04 07:41:35
"2015-6034170371415","2015-6034","04/04/2017 07:40:21",0.144179,"2ED9","76",1,1968,386,5,2017-04-04 07:40:21,5.02201414108276,2017-04-04 07:41:40
"2015-6034170371415","2015-6034","04/04/2017 07:40:26",0.167658,"2ED9","76",1,1205,296,5,2017-04-04 07:40:26,5.02347898483276,2017-04-04 07:41:45
"2015-6034170371415","2015-6034","04/04/2017 07:40:46",0.265306,"2ED9","76",1,767,343,5,2017-04-04 07:40:46,20.0976479053497,2017-04-04 07:42:05
"2015-6034170371415","2015-6034","04/04/2017 07:41:06",0.366467,"2ED9","76",1,693,313,5,2017-04-04 07:41:06,20.1011610031128,2017-04-04 07:42:25
"2015-6034170371415","2015-6034","04/04/2017 07:39:05",0.83455,"2ED9","76",1,1109,456,5,2017-04-04 07:39:05,4271580.59284186,2017-04-04 07:40:24
"2015-6034170371415","2015-6034","04/05/2017 00:48:08",0.872394,"2EEB","74",1,884,264,5,2017-04-05 00:48:08,5.03275203704834,2017-04-05 00:49:27
"2015-6034170371415","2015-6034","04/05/2017 00:48:18",0.937178,"2EEB","74",1,429,270,5,2017-04-05 00:48:18,10.0647838115692,2017-04-05 00:49:37
"2015-6034170371415","2015-6034","04/05/2017 00:48:23",0.968254,"2EEB","74",1,747,296,5,2017-04-05 00:48:23,5.03107619285583,2017-04-05 00:49:42
"2015-6034170371415","2015-6034","04/05/2017 00:48:29",0.000594,"2EEB","74",1,611,319,5,2017-04-05 00:48:29,5.03092384338379,2017-04-05 00:49:48
"2015-6034170371415","2015-6034","04/05/2017 00:48:44",0.095874,"2EEB","74",1,868,285,5,2017-04-05 00:48:44,15.0952801704407,2017-04-05 00:50:03
"2015-6034170371415","2015-6034","04/05/2017 00:48:49",0.128981,"2EEB","74",1,3418,334,5,2017-04-05 00:48:49,5.03310704231262,2017-04-05 00:50:08
"2015-6034170371415","2015-6034","04/05/2017 00:48:54",0.162842,"2EEB","74",1,3668,420,5,2017-04-05 00:48:54,5.03386092185974,2017-04-05 00:50:13
"2015-6034170371415","2015-6034","04/05/2017 00:48:59",0.199472,"2EEB","74",1,1856,357,5,2017-04-05 00:48:59,5.03154706954956,2017-04-05 00:50:18
"2015-6034170371415","2015-6034","04/05/2017 00:49:04",0.237605,"2EEB","74",1,2197,354,5,2017-04-05 00:49:04,5.03813314437866,2017-04-05 00:50:23
"2015-6034170371415","2015-6034","04/05/2017 00:49:19",0.35435,"2EEB","74",1,1446,293,5,2017-04-05 00:49:19,15.1167449951172,2017-04-05 00:50:38
"2015-6034170371415","2015-6034","04/05/2017 00:49:29",0.429728,"2EEB","74",1,585,312,5,2017-04-05 00:49:29,10.0753779411316,2017-04-05 00:50:48
"2015-6034170371415","2015-6034","04/05/2017 00:49:34",0.465763,"2EEB","74",1,1244,267,5,2017-04-05 00:49:34,5.03417706489563,2017-04-05 00:50:53
"2015-6034170371415","2015-6034","04/05/2017 00:49:39",0.504861,"2EEB","74",1,703,270,5,2017-04-05 00:49:39,5.03751921653748,2017-04-05 00:50:58
"2015-6034170371415","2015-6034","04/05/2017 00:49:44",0.541942,"2EEB","74",1,1112,300,5,2017-04-05 00:49:44,5.03554487228394,2017-04-05 00:51:03
"2015-6034170371415","2015-6034","04/05/2017 00:49:54",0.620522,"2EEB","74",1,907,360,5,2017-04-05 00:49:54,10.07736992836,2017-04-05 00:51:13
"2015-6034170371415","2015-6034","04/05/2017 00:48:03",0.839642,"2EEB","74",1,584,241,5,2017-04-05 00:48:03,4559346.56762195,2017-04-05 00:49:22
"2015-6034170371415","2015-6034","04/20/2017 11:53:15",0.795131,"2F53","40",1,1715,386,5,2017-04-20 11:53:15,39.5830318927765,2017-04-20 11:54:34
"2015-6034170371415","2015-6034","04/20/2017 11:53:20",0.74457,"2F53","40",1,1816,428,5,2017-04-20 11:53:20,4.94943904876709,2017-04-20 11:54:39
"2015-6034170371415","2015-6034","04/20/2017 11:53:30",0.647594,"2F53","40",1,612,502,5,2017-04-20 11:53:30,9.90302395820618,2017-04-20 11:54:49
"2015-6034170371415","2015-6034","04/20/2017 11:53:35",0.599504,"2F53","40",1,623,362,5,2017-04-20 11:53:35,4.9519100189209,2017-04-20 11:54:54
"2015-6034170371415","2015-6034","04/20/2017 11:53:40",0.552408,"2F53","40",1,1675,386,5,2017-04-20 11:53:40,4.95290398597717,2017-04-20 11:54:59
"2015-6034170371415","2015-6034","04/20/2017 11:53:45",0.503392,"2F53","40",1,914,424,5,2017-04-20 11:53:45,4.95098400115967,2017-04-20 11:55:04
"2015-6034170371415","2015-6034","04/20/2017 11:53:55",0.41665,"2F53","40",1,1408,491,5,2017-04-20 11:53:55,9.91325807571411,2017-04-20 11:55:14
"2015-6034170371415","2015-6034","04/20/2017 11:54:35",0.035014,"2F53","40",1,686,497,5,2017-04-20 11:54:35,39.6183638572693,2017-04-20 11:55:54
"2015-6034170371415","2015-6034","04/20/2017 11:54:49",0.896774,"2F53","40",1,994,537,5,2017-04-20 11:54:49,14.8617601394653,2017-04-20 11:56:08
"2015-6034170371415","2015-6034","04/20/2017 11:55:04",0.75635,"2F53","40",1,1520,498,5,2017-04-20 11:55:04,14.8595759868622,2017-04-20 11:56:23
"2015-6034170371415","2015-6034","04/20/2017 11:55:09",0.709696,"2F53","40",1,1287,507,5,2017-04-20 11:55:09,4.95334601402283,2017-04-20 11:56:28
"2015-6034170371415","2015-6034","04/20/2017 11:55:14",0.661803,"2F53","40",1,2358,549,5,2017-04-20 11:55:14,4.95210695266724,2017-04-20 11:56:33
"2015-6034170371415","2015-6034","04/20/2017 11:55:19",0.613656,"2F53","40",1,2121,627,5,2017-04-20 11:55:19,4.95185303688049,2017-04-20 11:56:38
"2015-6034170371415","2015-6034","04/20/2017 11:55:24",0.565466,"2F53","40",1,2042,559,5,2017-04-20 11:55:24,4.95180988311768,2017-04-20 11:56:43
"2015-6034170371415","2015-6034","04/20/2017 11:55:29",0.516752,"2F53","40",1,2351,569,5,2017-04-20 11:55:29,4.95128607749939,2017-04-20 11:56:48
"2015-6034170371415","2015-6034","04/20/2017 11:55:34",0.467314,"2F53","40",1,1756,434,5,2017-04-20 11:55:34,4.95056200027466,2017-04-20 11:56:53
"2015-6034170371415","2015-6034","04/20/2017 11:55:44",0.378469,"2F53","40",1,1097,386,5,2017-04-20 11:55:44,9.91115498542786,2017-04-20 11:57:03
"2015-6034170371415","2015-6034","04/20/2017 11:56:09",0.15495,"2F53","40",1,480,388,5,2017-04-20 11:56:09,24.7764809131622,2017-04-20 11:57:28
"2015-6034170371415","2015-6034","04/20/2017 11:52:36",0.212099,"2F53","40",1,808,324,5,2017-04-20 11:52:36,6091860.49156618,2017-04-20 11:53:55
"2015-6034170371415","2015-6034","04/12/2017 05:24:23",0.560053,"2F54","C3",1,800,219,5,2017-04-12 05:24:23,9.8393862247467,2017-04-12 05:25:42
"2015-6034170371415","2015-6034","04/12/2017 05:24:28",0.478315,"2F54","C3",1,1128,190,5,2017-04-12 05:24:28,4.91826200485229,2017-04-12 05:25:47
"2015-6034170371415","2015-6034","04/12/2017 05:24:53",0.085827,"2F54","C3",1,1518,221,5,2017-04-12 05:24:53,24.6075119972229,2017-04-12 05:26:12
"2015-6034170371415","2015-6034","04/12/2017 05:24:58",0.008798,"2F54","C3",1,1786,218,5,2017-04-12 05:24:58,4.92297077178955,2017-04-12 05:26:17
"2015-6034170371415","2015-6034","04/12/2017 05:25:02",0.933752,"2F54","C3",1,2303,225,5,2017-04-12 05:25:02,4.9249541759491,2017-04-12 05:26:21
"2015-6034170371415","2015-6034","04/12/2017 05:25:12",0.78725,"2F54","C3",1,3038,204,5,2017-04-12 05:25:12,9.85349798202515,2017-04-12 05:26:31
"2015-6034170371415","2015-6034","04/12/2017 05:25:17",0.716811,"2F54","C3",1,1161,196,5,2017-04-12 05:25:17,4.9295608997345,2017-04-12 05:26:36
"2015-6034170371415","2015-6034","04/12/2017 05:25:27",0.575886,"2F54","C3",1,843,215,5,2017-04-12 05:25:27,9.85907506942749,2017-04-12 05:26:46
"2015-6034170371415","2015-6034","04/12/2017 05:25:37",0.43367,"2F54","C3",1,1008,228,5,2017-04-12 05:25:37,9.85778403282166,2017-04-12 05:26:56
"2015-6034170371415","2015-6034","04/12/2017 05:24:13",0.720667,"2F54","C3",1,475,217,5,2017-04-12 05:24:13,4966223.51940799,2017-04-12 05:25:32
"2015-6034170371415","2015-6034","04/13/2017 17:20:10",0.975725,"30AB","02",1,3006,330,5,2017-04-13 17:20:10,4.99832201004028,2017-04-13 17:21:29
"2015-6034170371415","2015-6034","04/13/2017 17:20:15",0.975784,"30AB","02",1,2568,291,5,2017-04-13 17:20:15,5.00005912780762,2017-04-13 17:21:34
"2015-6034170371415","2015-6034","04/13/2017 17:20:20",0.976822,"30AB","02",1,1851,349,5,2017-04-13 17:20:20,5.00103783607483,2017-04-13 17:21:39
"2015-6034170371415","2015-6034","04/13/2017 17:20:25",0.982123,"30AB","02",1,1150,350,5,2017-04-13 17:20:25,5.00530099868774,2017-04-13 17:21:44
"2015-6034170371415","2015-6034","04/13/2017 17:20:05",0.977403,"30AB","02",1,2962,318,5,2017-04-13 17:20:05,5086663.69491196,2017-04-13 17:21:24
"2015-6034170371415","2015-6034","03/31/2017 08:11:51",0.701258,"3129","F6",1,1195,625,5,2017-03-31 08:11:51,5.020094871521,2017-03-31 08:13:10
"2015-6034170371415","2015-6034","03/31/2017 08:11:56",0.723334,"3129","F6",1,895,559,5,2017-03-31 08:11:56,5.02207612991333,2017-03-31 08:13:15
"2015-6034170371415","2015-6034","03/31/2017 08:12:01",0.743659,"3129","F6",1,1007,570,5,2017-03-31 08:12:01,5.02032494544983,2017-03-31 08:13:20
"2015-6034170371415","2015-6034","03/31/2017 08:12:11",0.787726,"3129","F6",1,1477,558,5,2017-03-31 08:12:11,10.0440669059753,2017-03-31 08:13:30
"2015-6034170371415","2015-6034","03/31/2017 08:12:16",0.810989,"3129","F6",1,1187,442,5,2017-03-31 08:12:16,5.0232629776001,2017-03-31 08:13:35
"2015-6034170371415","2015-6034","03/31/2017 08:12:21",0.833042,"3129","F6",1,815,608,5,2017-03-31 08:12:21,5.02205300331116,2017-03-31 08:13:40
"2015-6034170371415","2015-6034","03/31/2017 08:12:31",0.877392,"3129","F6",1,2398,550,5,2017-03-31 08:12:31,10.0443501472473,2017-03-31 08:13:50
"2015-6034170371415","2015-6034","03/31/2017 08:12:36",0.900722,"3129","F6",1,747,558,5,2017-03-31 08:12:36,5.02332997322083,2017-03-31 08:13:55
"2015-6034170371415","2015-6034","03/31/2017 08:12:41",0.923331,"3129","F6",1,1160,624,5,2017-03-31 08:12:41,5.02260899543762,2017-03-31 08:14:00
"2015-6034170371415","2015-6034","03/31/2017 08:12:46",0.94584,"3129","F6",1,897,549,5,2017-03-31 08:12:46,5.0225088596344,2017-03-31 08:14:05
"2015-6034170371415","2015-6034","03/31/2017 08:12:51",0.969304,"3129","F6",1,890,494,5,2017-03-31 08:12:51,5.02346420288086,2017-03-31 08:14:10
"2015-6034170371415","2015-6034","03/31/2017 08:12:56",0.991866,"3129","F6",1,1014,585,5,2017-03-31 08:12:56,5.02256202697754,2017-03-31 08:14:15
"2015-6034170371415","2015-6034","03/31/2017 08:13:02",0.014019,"3129","F6",1,1455,593,5,2017-03-31 08:13:02,5.0221529006958,2017-03-31 08:14:21
"2015-6034170371415","2015-6034","03/31/2017 08:11:46",0.681163,"3129","F6",1,538,523,5,2017-03-31 08:11:46,75.2552011013031,2017-03-31 08:13:05
"2015-6034170371415","2015-6034","04/16/2017 08:33:01",0.955541,"3215","BE",1,1238,397,5,2017-04-16 08:33:01,10.0383548736572,2017-04-16 08:34:20
"2015-6034170371415","2015-6034","04/16/2017 08:33:06",0.975755,"3215","BE",1,1678,379,5,2017-04-16 08:33:06,5.02021408081055,2017-04-16 08:34:25
"2015-6034170371415","2015-6034","04/16/2017 08:33:17",0.013861,"3215","BE",1,1629,392,5,2017-04-16 08:33:17,10.0381059646606,2017-04-16 08:34:36
"2015-6034170371415","2015-6034","04/16/2017 08:33:37",0.101256,"3215","BE",1,714,346,5,2017-04-16 08:33:37,20.087394952774,2017-04-16 08:34:56
"2015-6034170371415","2015-6034","04/16/2017 08:33:52",0.164894,"3215","BE",1,548,375,5,2017-04-16 08:33:52,15.0636382102966,2017-04-16 08:35:11
"2015-6034170371415","2015-6034","04/16/2017 08:33:57",0.187134,"3215","BE",1,712,339,5,2017-04-16 08:33:57,5.02223992347717,2017-04-16 08:35:16
"2015-6034170371415","2015-6034","04/16/2017 08:34:07",0.23053,"3215","BE",1,1489,329,5,2017-04-16 08:34:07,10.0433959960938,2017-04-16 08:35:26
"2015-6034170371415","2015-6034","04/16/2017 08:34:17",0.271434,"3215","BE",1,1008,555,5,2017-04-16 08:34:17,10.040904045105,2017-04-16 08:35:36
"2015-6034170371415","2015-6034","04/16/2017 08:34:22",0.289291,"3215","BE",1,925,369,5,2017-04-16 08:34:22,5.01785683631897,2017-04-16 08:35:41
"2015-6034170371415","2015-6034","04/16/2017 08:34:27",0.308603,"3215","BE",1,1148,471,5,2017-04-16 08:34:27,5.01931214332581,2017-04-16 08:35:46
"2015-6034170371415","2015-6034","04/16/2017 08:34:32",0.327546,"3215","BE",1,937,354,5,2017-04-16 08:34:32,5.01894283294678,2017-04-16 08:35:51
"2015-6034170371415","2015-6034","04/16/2017 08:34:37",0.345432,"3215","BE",1,2458,379,5,2017-04-16 08:34:37,5.0178861618042,2017-04-16 08:35:56
"2015-6034170371415","2015-6034","04/16/2017 08:34:42",0.364048,"3215","BE",1,4910,331,5,2017-04-16 08:34:42,5.01861596107483,2017-04-16 08:36:01
"2015-6034170371415","2015-6034","04/16/2017 08:34:47",0.383566,"3215","BE",1,3390,378,5,2017-04-16 08:34:47,5.01951789855957,2017-04-16 08:36:06
"2015-6034170371415","2015-6034","04/16/2017 08:34:52",0.404002,"3215","BE",1,3214,356,5,2017-04-16 08:34:52,5.02043604850769,2017-04-16 08:36:11
"2015-6034170371415","2015-6034","04/16/2017 08:34:57",0.424202,"3215","BE",1,3026,412,5,2017-04-16 08:34:57,5.02020001411438,2017-04-16 08:36:16
"2015-6034170371415","2015-6034","04/16/2017 08:35:02",0.447075,"3215","BE",1,4775,358,5,2017-04-16 08:35:02,5.02287292480469,2017-04-16 08:36:21
"2015-6034170371415","2015-6034","04/16/2017 08:35:07",0.469483,"3215","BE",1,2680,380,5,2017-04-16 08:35:07,5.02240800857544,2017-04-16 08:36:26
"2015-6034170371415","2015-6034","04/16/2017 08:35:12",0.493701,"3215","BE",1,2515,482,5,2017-04-16 08:35:12,5.02421808242798,2017-04-16 08:36:31
"2015-6034170371415","2015-6034","04/16/2017 08:35:17",0.518053,"3215","BE",1,905,482,5,2017-04-16 08:35:17,5.02435207366943,2017-04-16 08:36:36
"2015-6034170371415","2015-6034","04/16/2017 08:35:22",0.544358,"3215","BE",1,1650,498,5,2017-04-16 08:35:22,5.02630496025085,2017-04-16 08:36:41
"2015-6034170371415","2015-6034","04/16/2017 08:35:27",0.569632,"3215","BE",1,1191,428,5,2017-04-16 08:35:27,5.02527403831482,2017-04-16 08:36:46
"2015-6034170371415","2015-6034","04/16/2017 08:35:32",0.595611,"3215","BE",1,1798,403,5,2017-04-16 08:35:32,5.02597904205322,2017-04-16 08:36:51
"2015-6034170371415","2015-6034","04/16/2017 08:32:51",0.917186,"3215","BE",1,952,412,5,2017-04-16 08:32:51,5342736.35064411,2017-04-16 08:34:10
"2015-6034170371415","2015-6034","04/21/2017 00:51:13",0.080515,"3225","00",1,414,316,5,2017-04-21 00:51:13,29.5040929317474,2017-04-21 00:52:32
"2015-6034170371415","2015-6034","04/21/2017 00:51:17",0.996685,"3225","00",1,655,289,5,2017-04-21 00:51:17,4.9149169921875,2017-04-21 00:52:36
