"Detection","RecSN","dtf","Hex","Tilt","Volt","Temp","Pres","Amp","Freq","Thresh","nbw","snr","Valid","nPRI","tdiff","winmax"
"   3032","15-6003",2017-03-16 12:05:09,"00CA",91.4,3.78,22.1,0,12847,-426,100,25,54.2,1,5,5.01919221878052,2017-03-16 12:06:28
"   3033","15-6003",2017-03-16 12:05:24,"00CA",90.3,3.76,22.2,0,16582,80,100,26,56.1,1,5,15.0578157901764,2017-03-16 12:06:43
"   3034","15-6003",2017-03-16 12:05:29,"00CA",90.3,3.76,22.2,0,17352,70,100,23,57.6,1,5,5.01864004135132,2017-03-16 12:06:48
"  16298","15-6003",2017-06-08 10:35:43,"00CA",81.4,3.67,16.6,0,14944,-235,100,33,53.1,1,5,5.07355690002441,2017-06-08 10:37:02
"  16299","15-6003",2017-06-08 10:35:48,"00CA",88.8,3.64,16.3,0,15000,-232,100,24,55.9,1,5,5.07382607460022,2017-06-08 10:37:07
"  16300","15-6003",2017-06-08 10:35:53,"00CA",88.8,3.64,16.3,0,15072,-362,100,23,56.3,1,5,5.07379198074341,2017-06-08 10:37:12
"  16301","15-6003",2017-06-08 10:36:03,"00CA",90.7,3.68,16.9,0,15772,-326,100,25,56,1,5,10.1473150253296,2017-06-08 10:37:22
"  16302","15-6003",2017-06-08 10:36:08,"00CA",90.7,3.68,16.9,0,15289,-205,100,21,57.2,1,5,5.07356095314026,2017-06-08 10:37:27
"  16303","15-6003",2017-06-08 10:36:13,"00CA",90.7,3.68,16.9,0,14537,-378,100,24,55.6,1,5,5.07355713844299,2017-06-08 10:37:32
"  16304","15-6003",2017-06-08 10:36:19,"00CA",89.7,3.64,16.5,0,14542,-264,100,20,57.2,1,5,5.07363891601562,2017-06-08 10:37:38
"  16305","15-6003",2017-06-08 10:36:24,"00CA",89.7,3.64,16.5,0,15999,294,100,31,54.3,1,5,5.07309603691101,2017-06-08 10:37:43
"  16306","15-6003",2017-06-08 10:36:29,"00CA",89.3,3.68,16.7,0,17596,-40,100,27,56.3,1,5,5.07356095314026,2017-06-08 10:37:48
"  16307","15-6003",2017-06-08 10:36:34,"00CA",89.3,3.68,16.7,0,17457,-21,100,31,55,1,5,5.07340812683105,2017-06-08 10:37:53
"  16310","15-6003",2017-06-08 10:41:33,"00CA",70.1,3.02,16.7,0,16580,178,100,24,56.8,1,5,5.06402397155762,2017-06-08 10:42:52
"  16311","15-6003",2017-06-08 10:41:38,"00CA",70.1,3.02,16.7,0,15471,286,100,22,56.9,1,5,5.06387495994568,2017-06-08 10:42:57
"  16312","15-6003",2017-06-08 10:41:48,"00CA",71.6,3.01,17.4,0,14983,284,100,34,52.9,1,5,10.1280341148376,2017-06-08 10:43:07
"  16313","15-6003",2017-06-08 10:41:53,"00CA",71.6,3.01,17.4,0,16995,139,100,22,57.8,1,5,5.06406688690186,2017-06-08 10:43:12
"   3031","15-6003",2017-03-16 12:05:04,"00CA",90,3.78,22.2,0,3267,805,100,31,40.5,1,5,36.3568890094757,2017-03-16 12:06:23
"  16297","15-6003",2017-06-08 10:35:38,"00CA",81.4,3.67,16.6,0,16989,-118,100,42,52.1,1,5,7252208.56689906,2017-06-08 10:36:57
"  16309","15-6003",2017-06-08 10:41:28,"00CA",75.4,3.01,16.9,0,17374,74,100,28,55.9,1,5,293.960495948792,2017-06-08 10:42:47
"   8721","15-6003",2017-04-12 13:12:35,"2ECB",41.5,3.56,13.1,0,1225,-344,100,690,8.1,1,5,9.93345594406128,2017-04-12 13:13:54
"   8722","15-6003",2017-04-12 13:12:40,"2ECB",39.5,3.57,14.7,0,2640,671,100,615,15.8,1,5,4.96342611312866,2017-04-12 13:13:59
"   8723","15-6003",2017-04-12 13:12:45,"2ECB",39.5,3.57,14.7,0,2059,-39,100,549,14.6,1,5,4.96619486808777,2017-04-12 13:14:04
"   8724","15-6003",2017-04-12 13:12:50,"2ECB",39.5,3.57,14.7,0,2311,-26,100,575,15.2,1,5,4.96384310722351,2017-04-12 13:14:09
"   8725","15-6003",2017-04-12 13:12:59,"2ECB",41.2,3.56,14.6,0,1555,-577,100,614,11.2,1,5,9.93537592887878,2017-04-12 13:14:18
"   8726","15-6003",2017-04-12 13:13:04,"2ECB",41.2,3.56,14.6,0,3718,-38,100,513,20.3,1,5,4.97048687934875,2017-04-12 13:14:23
"   8727","15-6003",2017-04-12 13:13:14,"2ECB",50.3,3.57,14.2,0,1292,-650,100,512,11.1,1,5,9.93919205665588,2017-04-12 13:14:33
"   8720","15-6003",2017-04-12 13:12:25,"2ECB",41.5,3.56,13.1,0,936,-579,100,583,7.2,1,5,NA,2017-04-12 13:13:44
"   8672","15-6003",2017-04-12 04:40:47,"2ED1",49.8,3.56,13.9,0,678,-362,100,536,5.1,1,5,5.01908183097839,2017-04-12 04:42:06
"   8673","15-6003",2017-04-12 04:41:02,"2ED1",39,3.57,13.6,0,1014,-238,100,444,9.1,1,5,15.0622651576996,2017-04-12 04:42:21
"   8675","15-6003",2017-04-12 04:41:07,"2ED1",39,3.57,13.6,0,1278,-123,100,480,10.4,1,5,5.01596593856812,2017-04-12 04:42:26
"   8676","15-6003",2017-04-12 04:41:12,"2ED1",42.6,3.56,13.7,0,561,126,100,605,2.4,1,5,5.01942706108093,2017-04-12 04:42:31
"   8677","15-6003",2017-04-12 04:41:17,"2ED1",42.6,3.56,13.7,0,1322,-308,100,611,9.8,1,5,5.01709890365601,2017-04-12 04:42:36
"   8679","15-6003",2017-04-12 04:41:22,"2ED1",42.6,3.56,13.7,0,884,248,100,568,6.9,1,5,5.01715207099915,2017-04-12 04:42:41
"   8680","15-6003",2017-04-12 04:41:27,"2ED1",41.2,3.55,13.8,0,1934,36,100,593,13.4,1,5,5.01634097099304,2017-04-12 04:42:46
"   8681","15-6003",2017-04-12 04:41:32,"2ED1",41.2,3.55,13.8,0,1924,590,100,579,13.5,1,5,5.01721405982971,2017-04-12 04:42:51
"   8682","15-6003",2017-04-12 04:41:42,"2ED1",40.6,3.57,14.5,0,3140,-270,100,488,18.1,1,5,10.0353510379791,2017-04-12 04:43:01
"   8683","15-6003",2017-04-12 04:41:52,"2ED1",40.6,3.57,14.5,0,1816,197,100,598,12.7,1,5,10.0384697914124,2017-04-12 04:43:11
"   8685","15-6003",2017-04-12 04:42:02,"2ED1",36.7,3.56,13.8,0,3770,-274,100,545,19.9,1,5,10.0351917743683,2017-04-12 04:43:21
"   8686","15-6003",2017-04-12 04:42:07,"2ED1",36.7,3.56,13.8,0,7428,-131,100,530,26,1,5,5.02019000053406,2017-04-12 04:43:26
"   8687","15-6003",2017-04-12 04:42:17,"2ED1",48.3,3.56,14.8,0,1346,-252,100,544,11,1,5,10.0454602241516,2017-04-12 04:43:36
"   8689","15-6003",2017-04-12 04:42:42,"2ED1",39.9,3.57,13.7,0,1232,-695,100,544,10.2,1,5,25.1159660816193,2017-04-12 04:44:01
"   8690","15-6003",2017-04-12 04:42:47,"2ED1",39.9,3.57,13.7,0,880,-530,100,626,6.1,1,5,5.02520179748535,2017-04-12 04:44:06
"   8691","15-6003",2017-04-12 04:42:57,"2ED1",34.9,3.56,13.2,0,1235,-279,100,585,9.6,1,5,10.0504801273346,2017-04-12 04:44:16
"   8692","15-6003",2017-04-12 04:43:03,"2ED1",34.9,3.56,13.2,0,710,-415,100,579,4.9,1,5,5.02302694320679,2017-04-12 04:44:22
"   8694","15-6003",2017-04-12 04:43:18,"2ED1",46.6,3.57,13.7,0,799,-58,100,490,6.2,1,5,15.0649869441986,2017-04-12 04:44:37
"   8695","15-6003",2017-04-12 04:43:23,"2ED1",46.6,3.57,13.7,0,769,-26,100,451,6.6,1,5,5.02420783042908,2017-04-12 04:44:42
"   8671","15-6003",2017-04-12 04:40:42,"2ED1",49.8,3.56,13.9,0,1129,-132,100,981,4.3,1,5,NA,2017-04-12 04:42:01
"   8256","15-6003",2017-04-05 15:50:55,"2ED9",39.9,3.6,15.5,0,1754,2098,100,676,11.4,1,5,20.0526859760284,2017-04-05 15:52:14
"   8257","15-6003",2017-04-05 15:51:05,"2ED9",39.9,3.6,15.5,0,4729,1772,100,648,20.4,1,5,10.027508020401,2017-04-05 15:52:24
"   8258","15-6003",2017-04-05 15:51:10,"2ED9",34.9,3.59,15.4,0,7402,1746,100,643,24.3,1,5,5.01296591758728,2017-04-05 15:52:29
"   8259","15-6003",2017-04-05 15:51:15,"2ED9",34.9,3.59,15.4,0,6137,1405,100,607,23.2,1,5,5.01494407653809,2017-04-05 15:52:34
"   8260","15-6003",2017-04-05 15:51:20,"2ED9",34.9,3.59,15.4,0,3993,1229,100,736,17.8,1,5,5.01600003242493,2017-04-05 15:52:39
"   8261","15-6003",2017-04-05 15:51:25,"2ED9",43.6,3.6,15.5,0,3772,1069,100,682,18,1,5,5.02182197570801,2017-04-05 15:52:44
"   8262","15-6003",2017-04-05 15:51:35,"2ED9",43.6,3.6,15.5,0,1462,1166,100,653,10.1,1,5,10.0430400371552,2017-04-05 15:52:54
"   8263","15-6003",2017-04-05 15:52:06,"2ED9",39.9,3.59,15,0,1503,886,100,591,11.2,1,5,30.1397140026093,2017-04-05 15:53:25
"   8264","15-6003",2017-04-05 15:52:21,"2ED9",44.1,3.6,15.3,0,645,2785,100,600,3.7,1,5,15.0665898323059,2017-04-05 15:53:40
"   8255","15-6003",2017-04-05 15:50:35,"2ED9",39.7,3.59,15.2,0,1502,568,100,581,11.3,1,5,NA,2017-04-05 15:51:54
"   9186","15-6003",2017-04-13 06:23:50,"2F54",52,3.55,13.9,0,2124,299,100,614,13.9,1,5,9.96498203277588,2017-04-13 06:25:09
"   9187","15-6003",2017-04-13 06:23:55,"2F54",49.1,3.55,13.7,0,2416,-680,100,588,15.4,1,5,4.97970700263977,2017-04-13 06:25:14
"   9188","15-6003",2017-04-13 06:24:00,"2F54",49.1,3.55,13.7,0,2646,-60,100,647,15.3,1,5,4.98401308059692,2017-04-13 06:25:19
"   9189","15-6003",2017-04-13 06:24:05,"2F54",49.1,3.55,13.7,0,2380,-506,100,637,14.5,1,5,4.98455095291138,2017-04-13 06:25:24
"   9190","15-6003",2017-04-13 06:24:10,"2F54",45.3,3.55,15.8,0,1899,-828,100,610,13,1,5,4.98448300361633,2017-04-13 06:25:29
"   9191","15-6003",2017-04-13 06:24:15,"2F54",45.3,3.55,15.8,0,2290,-132,100,565,15.3,1,5,4.9849579334259,2017-04-13 06:25:34
"   9192","15-6003",2017-04-13 06:24:25,"2F54",44.8,3.56,14.4,0,1524,-255,100,517,12.5,1,5,9.97471714019775,2017-04-13 06:25:44
"   9185","15-6003",2017-04-13 06:23:40,"2F54",52,3.55,13.9,0,904,91,100,583,6.9,1,5,NA,2017-04-13 06:24:59
"  10277","15-6003",2017-04-14 21:42:20,"30AB",38,3.56,14.2,0,1604,458,100,655,10.9,1,5,10.0016691684723,2017-04-14 21:43:39
"  10279","15-6003",2017-04-14 21:42:25,"30AB",57.6,3.55,14.4,0,700,933,100,616,4.2,1,5,4.99940705299377,2017-04-14 21:43:44
"  10281","15-6003",2017-04-14 21:42:30,"30AB",57.6,3.55,14.4,0,789,-287,100,689,4.3,1,5,4.99844598770142,2017-04-14 21:43:49
"  10283","15-6003",2017-04-14 21:42:35,"30AB",57.6,3.55,14.4,0,1312,235,100,718,8.3,1,5,4.99703502655029,2017-04-14 21:43:54
"  10285","15-6003",2017-04-14 21:42:40,"30AB",37.7,3.55,14.7,0,6642,497,100,661,23.1,1,5,4.99518203735352,2017-04-14 21:43:59
"  10287","15-6003",2017-04-14 21:42:45,"30AB",37.7,3.55,14.7,0,2878,324,100,535,17.7,1,5,4.99420285224915,2017-04-14 21:44:04
"  10289","15-6003",2017-04-14 21:42:50,"30AB",37.7,3.55,14.7,0,5888,253,100,612,22.8,1,5,4.99562811851501,2017-04-14 21:44:09
"  10291","15-6003",2017-04-14 21:43:00,"30AB",41.9,3.55,14.8,0,715,241,100,684,3.5,1,5,10.0030839443207,2017-04-14 21:44:19
"  10292","15-6003",2017-04-14 21:43:10,"30AB",43.4,3.55,14.1,0,4113,0,100,719,18.2,1,5,10.0082929134369,2017-04-14 21:44:29
"  10294","15-6003",2017-04-14 21:43:25,"30AB",56.2,3.54,13.9,0,1650,53,100,586,12.1,1,5,15.0106852054596,2017-04-14 21:44:44
"  10296","15-6003",2017-04-14 21:43:35,"30AB",56.2,3.54,13.9,0,1752,263,100,652,11.7,1,5,10.0151228904724,2017-04-14 21:44:54
"  10297","15-6003",2017-04-14 21:43:40,"30AB",43,3.54,13.8,0,1119,-65,100,626,8.1,1,5,5.00898814201355,2017-04-14 21:44:59
"  10276","15-6003",2017-04-14 21:42:10,"30AB",38,3.56,14.2,0,1858,490,100,610,12.8,1,5,NA,2017-04-14 21:43:29
"   7964","15-6003",2017-04-03 01:20:38,"3235",38.6,3.62,15.2,0,719,-613,100,643,4.1,1,5,10.0811619758606,2017-04-03 01:21:57
"   7965","15-6003",2017-04-03 01:20:48,"3235",39,3.61,14.9,0,753,114,100,638,4.5,1,5,10.0832970142365,2017-04-03 01:22:07
"   7966","15-6003",2017-04-03 01:20:53,"3235",39.3,3.61,14.9,0,810,-796,100,644,5.1,1,5,5.04249215126038,2017-04-03 01:22:12
"   7963","15-6003",2017-04-03 01:20:27,"3235",38.6,3.62,15.2,0,597,-510,100,589,3.2,1,5,40.3085038661957,2017-04-03 01:21:46
"   6969","15-6003",2017-03-25 08:52:16,"324B",43.9,3.68,12.8,0,1234,1569,100,671,8.4,1,5,4.90624785423279,2017-03-25 08:53:35
"   6970","15-6003",2017-03-25 08:52:26,"324B",38.2,3.69,13.3,0,1291,916,100,588,9.9,1,5,9.8114550113678,2017-03-25 08:53:45
"   6971","15-6003",2017-03-25 08:52:31,"324B",38.2,3.69,13.3,0,1618,424,100,571,12.1,1,5,4.9085521697998,2017-03-25 08:53:50
"   6972","15-6003",2017-03-25 08:52:36,"324B",38.2,3.69,13.3,0,1291,594,100,648,9.1,1,5,4.90836501121521,2017-03-25 08:53:55
"   6973","15-6003",2017-03-25 08:52:41,"324B",41.6,3.68,12.8,0,1101,499,100,608,8.3,1,5,4.91080284118652,2017-03-25 08:54:00
"   6974","15-6003",2017-03-25 08:52:46,"324B",41.6,3.68,12.8,0,1727,770,100,630,11.9,1,5,4.91060614585876,2017-03-25 08:54:05
"   6968","15-6003",2017-03-25 08:52:11,"324B",43.9,3.68,12.8,0,1194,1493,100,637,8.6,1,5,NA,2017-03-25 08:53:30
"   8399","15-6003",2017-04-07 16:33:02,"3259",46.5,3.59,13.7,0,1268,254,100,549,10.4,1,5,5.02921414375305,2017-04-07 16:34:21
"   8400","15-6003",2017-04-07 16:33:12,"3259",53.5,3.59,14,0,996,122,100,658,6.7,1,5,10.0659358501434,2017-04-07 16:34:31
"   8401","15-6003",2017-04-07 16:33:22,"3259",53.5,3.59,14,0,702,51,100,666,3.6,1,5,10.0669870376587,2017-04-07 16:34:41
"   8398","15-6003",2017-04-07 16:32:57,"3259",46.5,3.59,13.7,0,1151,442,100,576,9.1,1,5,NA,2017-04-07 16:34:16
"   8617","15-6003",2017-04-10 18:35:56,"325B",38,3.61,13.7,0,2126,2505,100,536,15.1,1,5,19.7261190414429,2017-04-10 18:37:15
"   8618","15-6003",2017-04-10 18:36:11,"325B",45.4,3.57,13.7,0,1710,1127,100,560,12.8,1,5,14.7944490909576,2017-04-10 18:37:30
"   8619","15-6003",2017-04-10 18:36:16,"325B",45.4,3.57,13.7,0,1426,1192,100,562,11.2,1,5,4.93317103385925,2017-04-10 18:37:35
"   8620","15-6003",2017-04-10 18:36:21,"325B",45.4,3.57,13.7,0,3892,1247,100,679,18.3,1,5,4.93394899368286,2017-04-10 18:37:40
"   8621","15-6003",2017-04-10 18:36:31,"325B",44.8,3.57,13.6,0,4901,1094,100,546,22.2,1,5,9.87206387519836,2017-04-10 18:37:50
"   8622","15-6003",2017-04-10 18:36:36,"325B",44.8,3.57,13.6,0,2221,1145,100,657,13.7,1,5,4.93797612190247,2017-04-10 18:37:55
"   8623","15-6003",2017-04-10 18:36:46,"325B",37.9,3.57,13.7,0,2146,1181,100,629,13.8,1,5,9.87433505058289,2017-04-10 18:38:05
"   8624","15-6003",2017-04-10 18:36:51,"325B",37.9,3.57,13.7,0,2824,1184,100,620,16.3,1,5,4.93788385391235,2017-04-10 18:38:10
"   8625","15-6003",2017-04-10 18:36:55,"325B",38.9,3.56,12.8,0,1000,1338,100,661,6.7,1,5,4.93838405609131,2017-04-10 18:38:14
"   8626","15-6003",2017-04-10 18:37:00,"325B",38.9,3.56,12.8,0,666,15,100,561,4.6,1,5,4.94017505645752,2017-04-10 18:38:19
"   8627","15-6003",2017-04-10 18:37:05,"325B",38.9,3.56,12.8,0,1262,372,100,593,9.7,1,5,4.94053387641907,2017-04-10 18:38:24
"   8628","15-6003",2017-04-10 18:37:10,"325B",38.6,3.56,13.7,0,968,1203,100,637,6.7,1,5,4.93991112709045,2017-04-10 18:38:29
"   8629","15-6003",2017-04-10 18:37:50,"325B",28.4,3.56,13.5,0,740,79,100,520,6.2,1,5,39.5213079452515,2017-04-10 18:39:09
"   8616","15-6003",2017-04-10 18:35:37,"325B",45.7,3.57,13.6,0,796,2074,100,582,5.8,1,5,NA,2017-04-10 18:36:56
"   8251","15-6003",2017-04-05 12:09:14,"328A",45.2,3.6,15.2,0,1982,-405,100,534,14.5,1,5,5.02221202850342,2017-04-05 12:10:33
"   8252","15-6003",2017-04-05 12:09:34,"328A",39,3.6,15.2,0,1400,-350,100,622,10.1,1,5,20.1073200702667,2017-04-05 12:10:53
"   8253","15-6003",2017-04-05 12:09:39,"328A",43.9,3.6,16,0,1378,112,100,657,9.5,1,5,5.02934408187866,2017-04-05 12:10:58
"   8254","15-6003",2017-04-05 12:10:04,"328A",36.5,3.6,15.1,0,731,-605,100,634,4.3,1,5,25.1454758644104,2017-04-05 12:11:23
"   8250","15-6003",2017-04-05 12:09:09,"328A",45.2,3.6,15.2,0,2880,156,100,567,17.2,1,5,5.0223069190979,2017-04-05 12:10:28
"   8144","15-6003",2017-04-04 16:11:18,"328D",42.9,3.61,15.3,0,3234,909,100,537,18.7,1,5,5.03866100311279,2017-04-04 16:12:37
"   8145","15-6003",2017-04-04 16:11:24,"328D",37.6,3.61,15.3,0,4701,287,100,592,21.1,1,5,5.03940510749817,2017-04-04 16:12:43
"   8146","15-6003",2017-04-04 16:11:34,"328D",37.6,3.61,15.3,0,1607,727,100,563,12.2,1,5,10.087837934494,2017-04-04 16:12:53
"   8147","15-6003",2017-04-04 16:11:44,"328D",42.7,3.59,15.2,0,958,259,100,562,7.7,1,5,10.0914430618286,2017-04-04 16:13:03
"   8143","15-6003",2017-04-04 16:11:13,"328D",42.9,3.61,15.3,0,3502,1101,100,667,17.5,1,5,NA,2017-04-04 16:12:32
"  14448","15-6003",2017-04-28 17:01:50,"3292",37.8,3.48,15.1,0,1382,276,100,581,10.6,1,5,4.99506711959839,2017-04-28 17:03:09
"  14449","15-6003",2017-04-28 17:01:55,"3292",38.5,3.49,15.1,0,1957,551,100,519,14.6,1,5,4.99465894699097,2017-04-28 17:03:14
"  14450","15-6003",2017-04-28 17:02:00,"3292",38.5,3.49,15.1,0,1210,168,100,585,9.4,1,5,4.9960949420929,2017-04-28 17:03:19
"  14451","15-6003",2017-04-28 17:02:05,"3292",38.5,3.49,15.1,0,2130,192,100,540,15,1,5,4.99447202682495,2017-04-28 17:03:24
"  14452","15-6003",2017-04-28 17:02:10,"3292",38.4,3.48,15.2,0,2756,33,100,547,17.1,1,5,4.99735689163208,2017-04-28 17:03:29
"  14453","15-6003",2017-04-28 17:02:15,"3292",38.4,3.48,15.2,0,2112,-76,100,583,14.3,1,5,4.99876809120178,2017-04-28 17:03:34
"  14454","15-6003",2017-04-28 17:02:25,"3292",43.4,3.48,15.4,0,1002,-225,100,530,8.6,1,5,10.0031080245972,2017-04-28 17:03:44
"  14455","15-6003",2017-04-28 17:02:30,"3292",43.4,3.48,15.4,0,1197,-246,100,576,9.5,1,5,5.00486397743225,2017-04-28 17:03:49
"  14447","15-6003",2017-04-28 17:01:45,"3292",37.8,3.48,15.1,0,892,853,100,605,6.5,1,5,NA,2017-04-28 17:03:04
"   7780","15-6003",2017-04-01 10:13:50,"3296",44.5,3.63,13.6,0,895,1211,100,568,7,1,5,15.0667490959167,2017-04-01 10:15:09
"   7781","15-6003",2017-04-01 10:13:55,"3296",44.7,3.63,13.9,0,2452,348,100,579,15.6,1,5,5.02337789535522,2017-04-01 10:15:14
"   7783","15-6003",2017-04-01 10:14:00,"3296",44.7,3.63,13.9,0,2894,502,100,619,16.5,1,5,5.02342104911804,2017-04-01 10:15:19
"   7785","15-6003",2017-04-01 10:14:05,"3296",44.7,3.63,13.9,0,4336,569,100,638,19.7,1,5,5.02310800552368,2017-04-01 10:15:24
"   7787","15-6003",2017-04-01 10:14:10,"3296",40.9,3.63,14.6,0,4888,468,100,542,22.2,1,5,5.02444410324097,2017-04-01 10:15:29
"   7788","15-6003",2017-04-01 10:14:15,"3296",40.9,3.63,14.6,0,1924,106,100,636,12.7,1,5,5.02578687667847,2017-04-01 10:15:34
"   7789","15-6003",2017-04-01 10:14:20,"3296",40.9,3.63,14.6,0,2518,386,100,595,15.6,1,5,5.02614212036133,2017-04-01 10:15:39
"   7790","15-6003",2017-04-01 10:14:25,"3296",41.3,3.63,13.9,0,2611,-205,100,666,15,1,5,5.02810597419739,2017-04-01 10:15:44
"   7791","15-6003",2017-04-01 10:14:30,"3296",41.3,3.63,13.9,0,2059,10,100,587,14,1,5,5.02993392944336,2017-04-01 10:15:49
"   7792","15-6003",2017-04-01 10:14:35,"3296",41.3,3.63,13.9,0,981,-115,100,624,7,1,5,5.02971410751343,2017-04-01 10:15:54
"   7793","15-6003",2017-04-01 10:14:40,"3296",39.8,3.63,13.7,0,840,420,100,633,5.6,1,5,5.03089880943298,2017-04-01 10:15:59
"   7779","15-6003",2017-04-01 10:13:35,"3296",39.1,3.63,13.6,0,1678,705,100,572,12.4,1,5,NA,2017-04-01 10:14:54
"  10168","15-6003",2017-04-14 15:51:35,"329B",43.6,3.54,14.3,0,894,944,100,659,5.7,1,5,5.01799607276917,2017-04-14 15:52:54
"  10169","15-6003",2017-04-14 15:51:40,"329B",37.5,3.55,14.3,0,1374,957,100,557,10.9,1,5,5.01928400993347,2017-04-14 15:52:59
"  10170","15-6003",2017-04-14 15:51:55,"329B",39.2,3.54,14.7,0,1184,1078,100,623,8.7,1,5,15.0571389198303,2017-04-14 15:53:14
"  10171","15-6003",2017-04-14 15:52:00,"329B",39.2,3.54,14.7,0,1294,827,100,629,9.4,1,5,5.02166414260864,2017-04-14 15:53:19
"  10172","15-6003",2017-04-14 15:52:05,"329B",39.2,3.54,14.7,0,1286,579,100,549,10.5,1,5,5.02106881141663,2017-04-14 15:53:24
"  10173","15-6003",2017-04-14 15:52:10,"329B",46.1,3.54,14.5,0,764,-126,100,548,6,1,5,5.02258515357971,2017-04-14 15:53:29
"  10174","15-6003",2017-04-14 15:52:15,"329B",46.1,3.54,14.5,0,1309,377,100,597,9.9,1,5,5.02391982078552,2017-04-14 15:53:34
"  10167","15-6003",2017-04-14 15:51:30,"329B",43.6,3.54,14.3,0,915,1046,100,568,7.2,1,5,NA,2017-04-14 15:52:49
"   8656","15-6003",2017-04-11 17:20:18,"32A1",46.4,3.55,13.9,0,858,1127,100,602,6.2,1,5,5.09217596054077,2017-04-11 17:21:37
"   8657","15-6003",2017-04-11 17:20:23,"32A1",45.1,3.56,13.8,0,957,488,100,511,8.5,1,5,5.09509921073914,2017-04-11 17:21:42
"   8658","15-6003",2017-04-11 17:20:28,"32A1",45.1,3.56,13.8,0,2516,1083,100,566,16.1,1,5,5.09453296661377,2017-04-11 17:21:47
"   8659","15-6003",2017-04-11 17:20:33,"32A1",45.1,3.56,13.8,0,3424,988,100,549,19,1,5,5.0943648815155,2017-04-11 17:21:52
"   8660","15-6003",2017-04-11 17:20:38,"32A1",62.3,3.55,12.7,0,1755,1269,100,517,13.7,1,5,5.09548807144165,2017-04-11 17:21:57
"   8661","15-6003",2017-04-11 17:20:43,"32A1",62.3,3.55,12.7,0,1044,601,100,523,9.1,1,5,5.09565091133118,2017-04-11 17:22:02
"   8662","15-6003",2017-04-11 17:20:49,"32A1",62.3,3.55,12.7,0,2076,817,100,620,13.6,1,5,5.09825801849365,2017-04-11 17:22:08
"   8663","15-6003",2017-04-11 17:20:54,"32A1",34.2,3.55,13.6,0,1396,559,100,606,10.3,1,5,5.09720611572266,2017-04-11 17:22:13
"   8664","15-6003",2017-04-11 17:21:19,"32A1",36.9,3.57,14.5,0,810,317,100,544,6.6,1,5,25.4925119876862,2017-04-11 17:22:38
"   8665","15-6003",2017-04-11 17:21:24,"32A1",37.8,3.57,13.9,0,824,165,100,477,6.7,1,5,5.10013484954834,2017-04-11 17:22:43
"   8666","15-6003",2017-04-11 17:21:34,"32A1",37.8,3.57,13.9,0,724,401,100,599,4.7,1,5,10.2040030956268,2017-04-11 17:22:53
"   8655","15-6003",2017-04-11 17:20:13,"32A1",46.4,3.55,13.9,0,1616,1375,100,555,12.4,1,5,NA,2017-04-11 17:21:32
"  16132","15-6003",2017-05-13 22:30:10,"32A9",42.2,3.38,15.2,0,868,474,100,633,5.8,1,5,9.9752779006958,2017-05-13 22:31:29
"  16133","15-6003",2017-05-13 22:30:25,"32A9",41.1,3.37,15.1,0,598,-312,100,591,3.2,1,5,14.970144033432,2017-05-13 22:31:44
"  16134","15-6003",2017-05-13 22:30:39,"32A9",41.7,3.37,15.7,0,1005,-75,100,656,6.8,1,5,14.967677116394,2017-05-13 22:31:58
"  16135","15-6003",2017-05-13 22:30:54,"32A9",46,3.37,14.9,0,1832,314,100,696,11.5,1,5,14.9675848484039,2017-05-13 22:32:13
"  16137","15-6003",2017-05-13 22:30:59,"32A9",46,3.37,14.9,0,1975,-7,100,672,12.5,1,5,4.98792910575867,2017-05-13 22:32:18
"  16138","15-6003",2017-05-13 22:31:04,"32A9",46,3.37,14.9,0,2006,150,100,633,13.1,1,5,4.99041604995728,2017-05-13 22:32:23
"  16140","15-6003",2017-05-13 22:31:09,"32A9",46.3,3.38,15,0,930,361,100,1045,3.4,1,5,4.98994588851929,2017-05-13 22:32:28
"  16141","15-6003",2017-05-13 22:31:29,"32A9",45.6,3.37,14.9,0,1278,85,100,579,10,1,5,19.9685041904449,2017-05-13 22:32:48
"  16143","15-6003",2017-05-13 22:31:34,"32A9",45.6,3.37,14.9,0,1382,60,100,544,11.2,1,5,4.98876404762268,2017-05-13 22:32:53
"  16144","15-6003",2017-05-13 22:31:39,"32A9",30.2,3.38,15.5,0,730,-838,100,607,4.7,1,5,4.99190902709961,2017-05-13 22:32:58
"  16146","15-6003",2017-05-13 22:31:49,"32A9",30.2,3.38,15.5,0,916,-16,100,598,6.8,1,5,9.98137402534485,2017-05-13 22:33:08
"  16131","15-6003",2017-05-13 22:30:00,"32A9",40.3,3.37,14.9,0,643,153,100,600,3.7,1,5,NA,2017-05-13 22:31:19
"   8172","15-6003",2017-04-04 21:39:21,"32B2",39.8,3.6,15.2,0,834,747,100,556,6.6,1,5,9.87854385375977,2017-04-04 21:40:40
"   8173","15-6003",2017-04-04 21:39:41,"32B2",37.7,3.59,15.2,0,1242,99,100,636,8.9,1,5,19.7614650726318,2017-04-04 21:41:00
"   8174","15-6003",2017-04-04 21:39:51,"32B2",37.7,3.59,15.2,0,1466,646,100,621,10.6,1,5,9.88390612602234,2017-04-04 21:41:10
"   8175","15-6003",2017-04-04 21:40:05,"32B2",31.3,3.6,15.4,0,2663,859,100,519,17.3,1,5,14.8198318481445,2017-04-04 21:41:24
