"Detection","RecSN","dtf","Hex","Tilt","Volt","Temp","Pres","Amp","Freq","Thresh","nbw","snr","Valid","nPRI","tdiff","winmax"
" 153321","15-6034",2017-06-09 11:39:22,"00CA",94,3.2,20.9,0,14722,-195,100,17,58.8,1,5,10.0523278713226,2017-06-09 11:40:41
" 153322","15-6034",2017-06-09 11:39:27,"00CA",94,3.2,20.9,0,15668,-296,100,20,57.9,1,5,5.02639603614807,2017-06-09 11:40:46
" 153324","15-6034",2017-06-09 11:39:32,"00CA",94,3.2,20.9,0,586,885,100,24,27.8,1,5,5.02630114555359,2017-06-09 11:40:51
" 101294","15-6034",2017-02-13 19:07:21,"00CA",90.1,3.96,17.4,0,14930,-732,100,24,55.9,1,5,44529.3422291279,2017-02-13 19:08:40
" 151008","15-6034",2017-02-14 10:11:54,"00CA",90.8,3.94,13.1,0,13763,307,200,23,55.5,1,5,54257.2601189613,2017-02-14 10:13:13
" 153316","15-6034",2017-06-09 11:38:42,"00CA",93.6,3.2,21.2,0,16180,-56,100,40,52.1,1,5,9941177.84021497,2017-06-09 11:40:01
" 152239","15-6034",2017-04-11 09:27:25,"2ECB",23.8,3.57,15.4,0,2569,-216,100,196,24.3,1,5,24.8262050151825,2017-04-11 09:28:44
" 152240","15-6034",2017-04-11 09:27:30,"2ECB",23.8,3.57,15.4,0,1749,-515,100,196,20.9,1,5,4.96775984764099,2017-04-11 09:28:49
" 152241","15-6034",2017-04-11 09:27:44,"2ECB",29.3,3.58,15.8,0,1980,67,100,153,24.2,1,5,14.9048449993134,2017-04-11 09:29:03
" 152242","15-6034",2017-04-11 09:27:49,"2ECB",29.3,3.58,15.8,0,2482,-294,100,191,24.2,1,5,4.97369813919067,2017-04-11 09:29:08
" 152243","15-6034",2017-04-11 09:27:54,"2ECB",33.6,3.58,15.7,0,1901,-195,100,177,22.6,1,5,4.97384095191956,2017-04-11 09:29:13
" 152244","15-6034",2017-04-11 09:27:59,"2ECB",33.6,3.58,15.7,0,1235,-410,100,139,20.9,1,5,4.9696900844574,2017-04-11 09:29:18
" 152245","15-6034",2017-04-11 09:28:04,"2ECB",33.6,3.58,15.7,0,1190,-433,100,186,18.1,1,5,4.97096586227417,2017-04-11 09:29:23
" 152246","15-6034",2017-04-11 09:28:19,"2ECB",22.3,3.57,15.8,0,1996,-60,100,141,25,1,5,14.9107921123505,2017-04-11 09:29:38
" 152247","15-6034",2017-04-11 09:28:24,"2ECB",27.2,3.57,15.7,0,1426,78,100,142,22,1,5,4.97135996818542,2017-04-11 09:29:43
" 152248","15-6034",2017-04-11 09:28:29,"2ECB",27.2,3.57,15.7,0,1606,-79,100,166,21.7,1,5,4.97036695480347,2017-04-11 09:29:48
" 152249","15-6034",2017-04-11 09:28:44,"2ECB",26.7,3.57,15.7,0,1046,195,100,172,17.6,1,5,14.9080989360809,2017-04-11 09:30:03
" 152250","15-6034",2017-04-11 09:28:59,"2ECB",30.4,3.56,15.8,0,612,-327,100,166,13.3,1,5,14.9132931232452,2017-04-11 09:30:18
" 152251","15-6034",2017-04-11 09:29:09,"2ECB",28.2,3.55,15.6,0,580,-187,100,179,12.1,1,5,9.94589686393738,2017-04-11 09:30:28
" 152252","15-6034",2017-04-11 09:29:14,"2ECB",28.2,3.55,15.6,0,684,-157,100,176,13.7,1,5,4.97151398658752,2017-04-11 09:30:33
" 152253","15-6034",2017-04-11 09:29:19,"2ECB",28.2,3.55,15.6,0,876,-27,100,182,15.6,1,5,4.97245407104492,2017-04-11 09:30:38
" 152254","15-6034",2017-04-11 09:29:24,"2ECB",38.2,3.57,15.7,0,1141,155,100,196,17.2,1,5,4.97294402122498,2017-04-11 09:30:43
" 152255","15-6034",2017-04-11 09:29:29,"2ECB",38.2,3.57,15.7,0,539,-155,100,172,11.9,1,5,4.97394299507141,2017-04-11 09:30:48
" 152238","15-6034",2017-04-11 09:27:00,"2ECB",29.3,3.57,15.8,0,1889,367,100,145,24.2,1,5,39.7227261066437,2017-04-11 09:28:19
" 152178","15-6034",2017-04-09 10:18:50,"2ED1",24.7,3.58,14.3,0,364,198,100,152,9.5,1,5,35.1470441818237,2017-04-09 10:20:09
" 152179","15-6034",2017-04-09 10:18:55,"2ED1",26.6,3.58,14.4,0,497,-67,100,141,12.9,1,5,5.0192928314209,2017-04-09 10:20:14
" 152180","15-6034",2017-04-09 10:19:00,"2ED1",26.6,3.58,14.4,0,704,-810,100,122,17.2,1,5,5.02097296714783,2017-04-09 10:20:19
" 152181","15-6034",2017-04-09 10:19:05,"2ED1",26.6,3.58,14.4,0,857,-57,100,151,17,1,5,5.02148604393005,2017-04-09 10:20:24
" 152182","15-6034",2017-04-09 10:19:20,"2ED1",26.6,3.59,14.1,0,1563,439,100,109,25.1,1,5,15.0576920509338,2017-04-09 10:20:39
" 152183","15-6034",2017-04-09 10:19:50,"2ED1",28,3.59,14.3,0,4985,47,100,168,31.4,1,5,30.1230430603027,2017-04-09 10:21:09
" 152184","15-6034",2017-04-09 10:19:55,"2ED1",34.6,3.57,14.3,0,3506,-107,100,140,29.9,1,5,5.02147698402405,2017-04-09 10:21:14
" 152185","15-6034",2017-04-09 10:20:01,"2ED1",34.6,3.57,14.3,0,2003,177,100,118,26.5,1,5,5.02151489257812,2017-04-09 10:21:20
" 152186","15-6034",2017-04-09 10:20:06,"2ED1",34.6,3.57,14.3,0,2155,-114,100,115,27.4,1,5,5.0233199596405,2017-04-09 10:21:25
" 152187","15-6034",2017-04-09 10:20:16,"2ED1",32,3.59,14.2,0,1194,-601,100,141,20.5,1,5,10.0475330352783,2017-04-09 10:21:35
" 152188","15-6034",2017-04-09 10:20:31,"2ED1",26.3,3.58,13.9,0,550,40,100,181,11.6,1,5,15.0757629871368,2017-04-09 10:21:50
" 152177","15-6034",2017-04-09 10:18:15,"2ED1",25.6,3.58,14.4,0,342,361,100,126,10.6,1,5,4868975.54912496,2017-04-09 10:19:34
" 152417","15-6034",2017-04-14 14:35:59,"2ED6",23.6,3.56,16.2,0,1587,1025,100,452,12.8,1,5,5.02833604812622,2017-04-14 14:37:18
" 152418","15-6034",2017-04-14 14:36:19,"2ED6",26.6,3.56,16.5,0,2295,1318,100,422,16.6,1,5,20.1127488613129,2017-04-14 14:37:38
" 152419","15-6034",2017-04-14 14:36:29,"2ED6",7.1,3.55,16.3,0,1438,989,100,355,14.1,1,5,10.054680109024,2017-04-14 14:37:48
" 152420","15-6034",2017-04-14 14:36:34,"2ED6",7.1,3.55,16.3,0,1386,904,100,319,14.7,1,5,5.02788996696472,2017-04-14 14:37:53
" 152421","15-6034",2017-04-14 14:36:39,"2ED6",20.4,3.54,16.2,0,3312,1165,100,329,22,1,5,5.02961301803589,2017-04-14 14:37:58
" 152423","15-6034",2017-04-14 14:36:44,"2ED6",20.4,3.54,16.2,0,1773,711,100,546,13.3,1,5,5.03204202651978,2017-04-14 14:38:03
" 152424","15-6034",2017-04-14 14:36:49,"2ED6",20.4,3.54,16.2,0,1221,991,100,290,14.4,1,5,5.02974700927734,2017-04-14 14:38:08
" 152425","15-6034",2017-04-14 14:36:59,"2ED6",28.5,3.55,16.6,0,716,753,100,493,5.2,1,5,10.0655858516693,2017-04-14 14:38:18
" 152426","15-6034",2017-04-14 14:37:09,"2ED6",22.3,3.56,16.6,0,566,55,100,321,6.9,1,5,10.0665550231934,2017-04-14 14:38:28
" 152427","15-6034",2017-04-14 14:37:34,"2ED6",29.8,3.55,16.3,0,486,269,100,329,5.3,1,5,25.1722800731659,2017-04-14 14:38:53
" 152416","15-6034",2017-04-14 14:35:54,"2ED6",23.6,3.56,16.2,0,828,1186,100,565,6.4,1,5,5196617.22900295,2017-04-14 14:37:13
" 151679","15-6034",2017-04-04 07:39:10,"2ED9",45.4,3.63,15.7,0,1167,1970,100,414,10.9,1,5,5.0153431892395,2017-04-04 07:40:29
" 151680","15-6034",2017-04-04 07:39:25,"2ED9",20.4,3.62,15.8,0,1009,1571,100,394,10.1,1,5,15.057580947876,2017-04-04 07:40:44
" 151681","15-6034",2017-04-04 07:39:30,"2ED9",20.4,3.62,15.8,0,2330,1594,100,386,17.6,1,5,5.02102494239807,2017-04-04 07:40:49
" 151682","15-6034",2017-04-04 07:39:40,"2ED9",34.1,3.63,15.8,0,4082,1508,100,347,23.3,1,5,10.0406260490417,2017-04-04 07:40:59
" 151683","15-6034",2017-04-04 07:39:45,"2ED9",34.1,3.63,15.8,0,2710,1202,100,343,19.9,1,5,5.02012801170349,2017-04-04 07:41:04
" 151684","15-6034",2017-04-04 07:39:51,"2ED9",34.1,3.63,15.8,0,4361,1406,100,340,24.1,1,5,5.02100086212158,2017-04-04 07:41:10
" 151685","15-6034",2017-04-04 07:39:56,"2ED9",35.7,3.64,15.7,0,5563,1413,100,350,26,1,5,5.02202415466309,2017-04-04 07:41:15
" 151686","15-6034",2017-04-04 07:40:01,"2ED9",35.7,3.64,15.7,0,3424,1301,100,330,22.3,1,5,5.02289795875549,2017-04-04 07:41:20
" 151687","15-6034",2017-04-04 07:40:06,"2ED9",35.7,3.64,15.7,0,3344,1404,100,292,23.1,1,5,5.02303194999695,2017-04-04 07:41:25
" 151688","15-6034",2017-04-04 07:40:11,"2ED9",22.8,3.64,15.9,0,2199,1204,100,284,19.7,1,5,5.02114605903625,2017-04-04 07:41:30
" 151689","15-6034",2017-04-04 07:40:16,"2ED9",22.8,3.64,15.9,0,2306,1344,100,336,18.7,1,5,5.02281093597412,2017-04-04 07:41:35
" 151690","15-6034",2017-04-04 07:40:21,"2ED9",22.8,3.64,15.9,0,1968,1370,100,386,16.1,1,5,5.02201414108276,2017-04-04 07:41:40
" 151691","15-6034",2017-04-04 07:40:26,"2ED9",24.3,3.64,15.9,0,1205,1206,100,296,14.1,1,5,5.02347898483276,2017-04-04 07:41:45
" 151692","15-6034",2017-04-04 07:40:46,"2ED9",21.3,3.63,15.9,0,767,1367,100,343,8.9,1,5,20.0976479053497,2017-04-04 07:42:05
" 151693","15-6034",2017-04-04 07:41:06,"2ED9",21.7,3.63,15.7,0,693,881,100,313,8.8,1,5,20.1011610031128,2017-04-04 07:42:25
" 151678","15-6034",2017-04-04 07:39:05,"2ED9",29.1,3.63,15.9,0,1109,1948,100,456,9.7,1,5,4271580.59284186,2017-04-04 07:40:24
" 151798","15-6034",2017-04-05 00:48:08,"2EEB",30.5,3.63,16.8,0,884,1498,100,264,12.4,1,5,5.03275203704834,2017-04-05 00:49:27
" 151799","15-6034",2017-04-05 00:48:18,"2EEB",30.5,3.63,16.8,0,429,2162,100,270,6,1,5,10.0647838115692,2017-04-05 00:49:37
" 151800","15-6034",2017-04-05 00:48:23,"2EEB",27.3,3.62,17,0,747,1969,100,296,10,1,5,5.03107619285583,2017-04-05 00:49:42
" 151802","15-6034",2017-04-05 00:48:29,"2EEB",27.3,3.62,17,0,611,1687,100,319,7.6,1,5,5.03092384338379,2017-04-05 00:49:48
" 151803","15-6034",2017-04-05 00:48:44,"2EEB",22.2,3.63,16.9,0,868,852,100,285,11.6,1,5,15.0952801704407,2017-04-05 00:50:03
" 151804","15-6034",2017-04-05 00:48:49,"2EEB",22.2,3.63,16.9,0,3418,1778,100,334,22.1,1,5,5.03310704231262,2017-04-05 00:50:08
" 151805","15-6034",2017-04-05 00:48:54,"2EEB",31.2,3.63,16.9,0,3668,1623,100,420,20.8,1,5,5.03386092185974,2017-04-05 00:50:13
" 151807","15-6034",2017-04-05 00:48:59,"2EEB",31.2,3.63,16.9,0,1856,1362,100,357,16.3,1,5,5.03154706954956,2017-04-05 00:50:18
" 151808","15-6034",2017-04-05 00:49:04,"2EEB",31.2,3.63,16.9,0,2197,816,100,354,17.8,1,5,5.03813314437866,2017-04-05 00:50:23
" 151809","15-6034",2017-04-05 00:49:19,"2EEB",31.5,3.62,17,0,1446,1001,100,293,15.8,1,5,15.1167449951172,2017-04-05 00:50:38
" 151810","15-6034",2017-04-05 00:49:29,"2EEB",22.4,3.62,16.8,0,585,957,100,312,7.4,1,5,10.0753779411316,2017-04-05 00:50:48
" 151812","15-6034",2017-04-05 00:49:34,"2EEB",22.4,3.62,16.8,0,1244,1026,100,267,15.3,1,5,5.03417706489563,2017-04-05 00:50:53
" 151814","15-6034",2017-04-05 00:49:39,"2EEB",35.4,3.63,16.9,0,703,1021,100,270,10.3,1,5,5.03751921653748,2017-04-05 00:50:58
" 151816","15-6034",2017-04-05 00:49:44,"2EEB",35.4,3.63,16.9,0,1112,968,100,300,13.3,1,5,5.03554487228394,2017-04-05 00:51:03
" 151818","15-6034",2017-04-05 00:49:54,"2EEB",32.5,3.62,16.9,0,907,223,100,360,10,1,5,10.07736992836,2017-04-05 00:51:13
" 151797","15-6034",2017-04-05 00:48:03,"2EEB",32.8,3.63,17,0,584,1484,100,241,9.6,1,5,4559346.56762195,2017-04-05 00:49:22
" 152494","15-6034",2017-04-20 11:53:15,"2F53",23.6,3.51,17.3,0,1715,651,100,386,14.9,1,5,39.5830318927765,2017-04-20 11:54:34
" 152495","15-6034",2017-04-20 11:53:20,"2F53",23.6,3.51,17.3,0,1816,984,100,428,14.5,1,5,4.94943904876709,2017-04-20 11:54:39
" 152496","15-6034",2017-04-20 11:53:30,"2F53",31.3,3.51,17.3,0,612,1246,100,502,4.8,1,5,9.90302395820618,2017-04-20 11:54:49
" 152497","15-6034",2017-04-20 11:53:35,"2F53",31.3,3.51,17.3,0,623,541,100,362,6.7,1,5,4.9519100189209,2017-04-20 11:54:54
" 152498","15-6034",2017-04-20 11:53:40,"2F53",25.6,3.51,17.1,0,1675,520,100,386,14.7,1,5,4.95290398597717,2017-04-20 11:54:59
" 152499","15-6034",2017-04-20 11:53:45,"2F53",25.6,3.51,17.1,0,914,296,100,424,8.6,1,5,4.95098400115967,2017-04-20 11:55:04
" 152500","15-6034",2017-04-20 11:53:55,"2F53",30.2,3.52,17.3,0,1408,471,100,491,11.1,1,5,9.91325807571411,2017-04-20 11:55:14
" 152501","15-6034",2017-04-20 11:54:35,"2F53",26.5,3.51,17.3,0,686,60,100,497,4.7,1,5,39.6183638572693,2017-04-20 11:55:54
" 152502","15-6034",2017-04-20 11:54:49,"2F53",25.9,3.51,17,0,994,322,100,537,8.4,1,5,14.8617601394653,2017-04-20 11:56:08
" 152503","15-6034",2017-04-20 11:55:04,"2F53",22.5,3.52,16.8,0,1520,597,100,498,11.6,1,5,14.8595759868622,2017-04-20 11:56:23
" 152504","15-6034",2017-04-20 11:55:09,"2F53",23.6,3.52,17,0,1287,692,100,507,11.2,1,5,4.95334601402283,2017-04-20 11:56:28
" 152505","15-6034",2017-04-20 11:55:14,"2F53",23.6,3.52,17,0,2358,875,100,549,15.8,1,5,4.95210695266724,2017-04-20 11:56:33
" 152506","15-6034",2017-04-20 11:55:19,"2F53",23.6,3.52,17,0,2121,1000,100,627,13.7,1,5,4.95185303688049,2017-04-20 11:56:38
" 152507","15-6034",2017-04-20 11:55:24,"2F53",5.5,3.52,17.3,0,2042,438,100,559,14.4,1,5,4.95180988311768,2017-04-20 11:56:43
" 152508","15-6034",2017-04-20 11:55:29,"2F53",5.5,3.52,17.3,0,2351,666,100,569,15.4,1,5,4.95128607749939,2017-04-20 11:56:48
" 152509","15-6034",2017-04-20 11:55:34,"2F53",5.5,3.52,17.3,0,1756,409,100,434,14.1,1,5,4.95056200027466,2017-04-20 11:56:53
" 152510","15-6034",2017-04-20 11:55:44,"2F53",22.1,3.52,17.3,0,1097,753,100,386,11,1,5,9.91115498542786,2017-04-20 11:57:03
" 152511","15-6034",2017-04-20 11:56:09,"2F53",20.2,3.52,17.2,0,480,478,100,388,3.8,1,5,24.7764809131622,2017-04-20 11:57:28
" 152493","15-6034",2017-04-20 11:52:36,"2F53",27.8,3.52,16.9,0,808,1170,100,324,9.9,1,5,6091860.49156618,2017-04-20 11:53:55
" 152285","15-6034",2017-04-12 05:24:23,"2F54",26.3,3.56,16.1,0,800,50,100,219,13.2,1,5,9.8393862247467,2017-04-12 05:25:42
" 152286","15-6034",2017-04-12 05:24:28,"2F54",26.3,3.56,16.1,0,1128,200,100,190,17.4,1,5,4.91826200485229,2017-04-12 05:25:47
" 152287","15-6034",2017-04-12 05:24:53,"2F54",29.8,3.57,16,0,1518,248,100,221,18.7,1,5,24.6075119972229,2017-04-12 05:26:12
" 152288","15-6034",2017-04-12 05:24:58,"2F54",29.8,3.57,16,0,1786,202,100,218,20.2,1,5,4.92297077178955,2017-04-12 05:26:17
" 152289","15-6034",2017-04-12 05:25:02,"2F54",29.8,3.57,16,0,2303,102,100,225,22.1,1,5,4.9249541759491,2017-04-12 05:26:21
" 152290","15-6034",2017-04-12 05:25:12,"2F54",28.6,3.57,16.2,0,3038,-311,100,204,25.4,1,5,9.85349798202515,2017-04-12 05:26:31
" 152291","15-6034",2017-04-12 05:25:17,"2F54",28.6,3.57,16.2,0,1161,-174,100,196,17.4,1,5,4.9295608997345,2017-04-12 05:26:36
" 152292","15-6034",2017-04-12 05:25:27,"2F54",14.1,3.57,16.1,0,843,-339,100,215,13.8,1,5,9.85907506942749,2017-04-12 05:26:46
" 152293","15-6034",2017-04-12 05:25:37,"2F54",36.6,3.56,16.2,0,1008,255,100,228,14.8,1,5,9.85778403282166,2017-04-12 05:26:56
" 152284","15-6034",2017-04-12 05:24:13,"2F54",23.5,3.56,15.9,0,475,866,100,217,8.7,1,5,4966223.51940799,2017-04-12 05:25:32
" 152411","15-6034",2017-04-13 17:20:10,"30AB",27.5,3.56,17,0,3006,749,100,330,21.1,1,5,4.99832201004028,2017-04-13 17:21:29
" 152412","15-6034",2017-04-13 17:20:15,"30AB",27.5,3.56,17,0,2568,210,100,291,20.9,1,5,5.00005912780762,2017-04-13 17:21:34
" 152413","15-6034",2017-04-13 17:20:20,"30AB",27.5,3.56,17,0,1851,362,100,349,16.4,1,5,5.00103783607483,2017-04-13 17:21:39
" 152414","15-6034",2017-04-13 17:20:25,"30AB",29.5,3.55,16.9,0,1150,156,100,350,12.3,1,5,5.00530099868774,2017-04-13 17:21:44
" 152410","15-6034",2017-04-13 17:20:05,"30AB",26.1,3.56,17.1,0,2962,855,100,318,21.3,1,5,5086663.69491196,2017-04-13 17:21:24
" 151320","15-6034",2017-03-31 08:11:51,"3129",36.3,3.67,14.3,0,1195,52,100,625,8.7,1,5,5.020094871521,2017-03-31 08:13:10
" 151321","15-6034",2017-03-31 08:11:56,"3129",29.8,3.66,14.4,0,895,-347,100,559,7.2,1,5,5.02207612991333,2017-03-31 08:13:15
" 151322","15-6034",2017-03-31 08:12:01,"3129",29.8,3.66,14.4,0,1007,-493,100,570,8,1,5,5.02032494544983,2017-03-31 08:13:20
" 151323","15-6034",2017-03-31 08:12:11,"3129",27.4,3.68,14.5,0,1477,130,100,558,11.6,1,5,10.0440669059753,2017-03-31 08:13:30
" 151324","15-6034",2017-03-31 08:12:16,"3129",27.4,3.68,14.5,0,1187,-159,100,442,10.5,1,5,5.0232629776001,2017-03-31 08:13:35
" 151325","15-6034",2017-03-31 08:12:21,"3129",27.4,3.68,14.5,0,815,-96,100,608,5.6,1,5,5.02205300331116,2017-03-31 08:13:40
" 151326","15-6034",2017-03-31 08:12:31,"3129",7,3.67,14.6,0,2398,127,100,550,15.9,1,5,10.0443501472473,2017-03-31 08:13:50
" 151327","15-6034",2017-03-31 08:12:36,"3129",7,3.67,14.6,0,747,-70,100,558,5.6,1,5,5.02332997322083,2017-03-31 08:13:55
" 151328","15-6034",2017-03-31 08:12:41,"3129",23.8,3.67,14.6,0,1160,-19,100,624,8.5,1,5,5.02260899543762,2017-03-31 08:14:00
" 151329","15-6034",2017-03-31 08:12:46,"3129",23.8,3.67,14.6,0,897,156,100,549,7.4,1,5,5.0225088596344,2017-03-31 08:14:05
" 151330","15-6034",2017-03-31 08:12:51,"3129",23.8,3.67,14.6,0,890,-189,100,494,7.1,1,5,5.02346420288086,2017-03-31 08:14:10
" 151331","15-6034",2017-03-31 08:12:56,"3129",30.6,3.67,14.6,0,1014,-333,100,585,7.9,1,5,5.02256202697754,2017-03-31 08:14:15
" 151332","15-6034",2017-03-31 08:13:02,"3129",30.6,3.67,14.6,0,1455,48,100,593,10.9,1,5,5.0221529006958,2017-03-31 08:14:21
" 151319","15-6034",2017-03-31 08:11:46,"3129",36.3,3.67,14.3,0,538,171,100,523,3.3,1,5,75.2552011013031,2017-03-31 08:13:05
" 152430","15-6034",2017-04-16 08:33:01,"3215",35.7,3.54,15.7,0,1238,1395,100,397,11.8,1,5,10.0383548736572,2017-04-16 08:34:20
" 152431","15-6034",2017-04-16 08:33:06,"3215",35.7,3.54,15.7,0,1678,1500,100,379,14.9,1,5,5.02021408081055,2017-04-16 08:34:25
" 152432","15-6034",2017-04-16 08:33:17,"3215",33.5,3.54,15.7,0,1629,1368,100,392,14.3,1,5,10.0381059646606,2017-04-16 08:34:36
" 152433","15-6034",2017-04-16 08:33:37,"3215",25.2,3.54,15.9,0,714,1147,100,346,8.2,1,5,20.087394952774,2017-04-16 08:34:56
" 152434","15-6034",2017-04-16 08:33:52,"3215",31.5,3.55,16.2,0,548,1524,100,375,5.2,1,5,15.0636382102966,2017-04-16 08:35:11
" 152435","15-6034",2017-04-16 08:33:57,"3215",31.5,3.55,16.2,0,712,2519,100,339,8.4,1,5,5.02223992347717,2017-04-16 08:35:16
" 152436","15-6034",2017-04-16 08:34:07,"3215",26.5,3.54,15.5,0,1489,1747,100,329,15.1,1,5,10.0433959960938,2017-04-16 08:35:26
" 152437","15-6034",2017-04-16 08:34:17,"3215",26.5,3.54,15.5,0,1008,1445,100,555,8.3,1,5,10.040904045105,2017-04-16 08:35:36
" 152438","15-6034",2017-04-16 08:34:22,"3215",36.2,3.54,15.9,0,925,1937,100,369,9.9,1,5,5.01785683631897,2017-04-16 08:35:41
" 152439","15-6034",2017-04-16 08:34:27,"3215",36.2,3.54,15.9,0,1148,1843,100,471,9.7,1,5,5.01931214332581,2017-04-16 08:35:46
" 152440","15-6034",2017-04-16 08:34:32,"3215",36.2,3.54,15.9,0,937,1321,100,354,10.4,1,5,5.01894283294678,2017-04-16 08:35:51
" 152441","15-6034",2017-04-16 08:34:37,"3215",29.1,3.54,15.9,0,2458,1614,100,379,18.2,1,5,5.0178861618042,2017-04-16 08:35:56
" 152442","15-6034",2017-04-16 08:34:42,"3215",29.1,3.54,15.9,0,4910,1451,100,331,25.4,1,5,5.01861596107483,2017-04-16 08:36:01
" 152443","15-6034",2017-04-16 08:34:47,"3215",29.1,3.54,15.9,0,3390,1513,100,378,21,1,5,5.01951789855957,2017-04-16 08:36:06
" 152444","15-6034",2017-04-16 08:34:52,"3215",32.1,3.54,15.8,0,3214,1399,100,356,21.1,1,5,5.02043604850769,2017-04-16 08:36:11
" 152445","15-6034",2017-04-16 08:34:57,"3215",32.1,3.54,15.8,0,3026,1355,100,412,19.3,1,5,5.02020001411438,2017-04-16 08:36:16
" 152446","15-6034",2017-04-16 08:35:02,"3215",32.1,3.54,15.8,0,4775,1186,100,358,24.4,1,5,5.02287292480469,2017-04-16 08:36:21
" 152447","15-6034",2017-04-16 08:35:07,"3215",33.3,3.54,15.5,0,2680,1343,100,380,18.9,1,5,5.02240800857544,2017-04-16 08:36:26
" 152448","15-6034",2017-04-16 08:35:12,"3215",33.3,3.54,15.5,0,2515,966,100,482,16.3,1,5,5.02421808242798,2017-04-16 08:36:31
" 152449","15-6034",2017-04-16 08:35:17,"3215",33.3,3.54,15.5,0,905,922,100,482,7.4,1,5,5.02435207366943,2017-04-16 08:36:36
" 152450","15-6034",2017-04-16 08:35:22,"3215",26.6,3.55,16.1,0,1650,1257,100,498,12.3,1,5,5.02630496025085,2017-04-16 08:36:41
" 152451","15-6034",2017-04-16 08:35:27,"3215",26.6,3.55,16.1,0,1191,1516,100,428,10.8,1,5,5.02527403831482,2017-04-16 08:36:46
" 152452","15-6034",2017-04-16 08:35:32,"3215",26.6,3.55,16.1,0,1798,1395,100,403,14.9,1,5,5.02597904205322,2017-04-16 08:36:51
" 152429","15-6034",2017-04-16 08:32:51,"3215",31.6,3.54,15.6,0,952,1177,100,412,9.2,1,5,5342736.35064411,2017-04-16 08:34:10
" 152514","15-6034",2017-04-21 00:51:13,"3225",35.4,3.51,17,0,414,968,100,316,4.3,1,5,29.5040929317474,2017-04-21 00:52:32
" 152516","15-6034",2017-04-21 00:51:17,"3225",35.4,3.51,17,0,655,931,100,289,9,1,5,4.9149169921875,2017-04-21 00:52:36
" 152517","15-6034",2017-04-21 00:51:27,"3225",31.3,3.52,17.1,0,1299,1128,100,316,14.2,1,5,9.83076000213623,2017-04-21 00:52:46
" 152518","15-6034",2017-04-21 00:51:32,"3225",31.3,3.52,17.1,0,1413,827,100,288,15.8,1,5,4.91750407218933,2017-04-21 00:52:51
" 152519","15-6034",2017-04-21 00:51:37,"3225",31.7,3.52,17.1,0,3331,917,100,304,22.7,1,5,4.91948580741882,2017-04-21 00:52:56
" 152520","15-6034",2017-04-21 00:51:42,"3225",31.7,3.52,17.1,0,5989,1012,100,305,27.8,1,5,4.91990399360657,2017-04-21 00:53:01
" 152521","15-6034",2017-04-21 00:51:47,"3225",31.7,3.52,17.1,0,2667,888,100,270,21.8,1,5,4.91998600959778,2017-04-21 00:53:06
" 152522","15-6034",2017-04-21 00:51:52,"3225",30.5,3.52,17.2,0,8073,703,100,313,30.2,1,5,4.91961598396301,2017-04-21 00:53:11
" 152523","15-6034",2017-04-21 00:51:57,"3225",30.5,3.52,17.2,0,2022,980,100,316,18.1,1,5,4.92144012451172,2017-04-21 00:53:16
" 152526","15-6034",2017-04-21 00:52:02,"3225",30.5,3.52,17.2,0,3189,432,100,292,22.7,1,5,4.92030215263367,2017-04-21 00:53:21
